Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],Oxygen_[umol/kg],Oxygen2_[umol/kg],PAR_[umol_photons/m2/sec],Altimeter_[m],SUNA,LISST,JulianDays_[days],Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ202210S,PWS2,B,2022-07-08T23:20:30,-147.8022,60.5348,728,5,1.75,20,12.2834,12.2722,3.3701,3.3689,0.0739,4.1282,3.656,5.0,3.3703,3.1961,0.081,0.685,1.4734,0.5386,87.4025,309.346,321.691,540.43,100.0,0.8098,0.0,189.9719,28.7099,28.707,21.6582,21.658
SKQ202210S,PWS1,B,2022-07-09T01:32:59,-147.9367,60.3797,347,6,347.28,1,5.7873,5.786,3.2477,3.2471,0.011,4.4386,0.0124,0.7721,1.712,1.6326,0.0825,0.0134,0.0273,0.2485,93.9763,155.388,161.456,0.0,15.44,0.825,0.0,190.0639,32.9085,32.9029,25.926,25.9218
SKQ202210S,PWS1,B,2022-07-09T01:33:08,-147.9367,60.3797,347,6,347.31,2,5.7876,5.786,3.2476,3.2471,0.011,4.4378,0.0125,0.2614,1.7145,1.6324,0.0822,0.0134,0.0273,0.2491,93.9605,155.862,161.441,0.0,5.23,0.8223,0.0,190.064,32.9077,32.903,25.9254,25.9219
SKQ202210S,PWS1,B,2022-07-09T01:36:55,-147.9367,60.3797,347,6,252.57,3,5.7816,5.7804,3.231,3.2302,0.0104,4.4689,0.0124,4.9622,1.7897,1.7021,0.0818,0.6713,0.0142,0.2212,94.6191,163.62,169.424,0.0,99.24,0.8183,0.0,190.0666,32.7722,32.7652,25.8191,25.8136
SKQ202210S,PWS1,B,2022-07-09T01:39:56,-147.9367,60.3797,347,6,202.17,4,5.7543,5.7535,3.2142,3.2135,0.0105,4.4921,0.0125,2.0498,1.8785,1.7865,0.0817,0.0134,0.0164,0.2006,95.1094,173.737,180.396,0.0,41.0,0.8166,0.0,190.0687,32.6341,32.6269,25.7131,25.7075
SKQ202210S,PWS1,B,2022-07-09T01:42:28,-147.9367,60.3797,347,6,151.63,5,5.6804,5.68,3.186,3.1854,0.011,4.5146,0.0124,4.561,2.0561,1.949,0.0814,0.0134,0.0279,0.1805,95.587,195.331,202.425,0.0,91.22,0.8138,0.0,190.0705,32.4127,32.4059,25.5469,25.5415
SKQ202210S,PWS1,B,2022-07-09T01:44:30,-147.9367,60.3797,347,6,126.37,6,5.6126,5.6125,3.1664,3.1658,0.011,4.5171,0.0125,5.0,2.0757,1.9684,0.0814,0.0134,0.0279,0.1783,95.6392,197.716,204.9,0.0,100.0,0.8136,0.0,190.0719,32.2686,32.2619,25.4409,25.4356
SKQ202210S,PWS1,B,2022-07-09T01:46:54,-147.9367,60.3797,347,6,101.0,7,5.5642,5.5634,3.1511,3.1505,0.011,4.4904,0.0125,5.0,2.1312,2.0202,0.0808,0.1674,0.0279,0.2021,95.0725,204.43,211.881,0.0,100.0,0.8084,0.0,190.0735,32.1545,32.1488,25.3564,25.3519
SKQ202210S,PWS1,B,2022-07-09T01:49:23,-147.9367,60.3797,347,6,75.62,8,5.6109,5.6102,3.1301,3.1295,0.0122,4.4634,0.0124,4.6395,2.3111,2.1871,0.0803,0.3553,0.0554,0.2263,94.5009,226.142,234.439,0.0,92.79,0.8031,0.0,190.0753,31.8854,31.8795,25.1382,25.1336
SKQ202210S,PWS1,B,2022-07-09T01:51:52,-147.9367,60.3797,347,6,50.8,9,6.2142,6.2131,3.1557,3.155,0.0171,4.4562,0.1793,4.9435,2.4772,2.3436,0.0798,0.0134,0.1678,0.2327,94.3494,242.443,251.433,0.0573,98.87,0.7974,0.0,190.077,31.618,31.6113,24.8552,24.85
SKQ202210S,PWS1,B,2022-07-09T01:53:44,-147.9367,60.3797,347,6,40.67,10,6.4141,6.4157,3.1661,3.1656,0.0191,4.4649,0.3139,5.0,2.531,2.3963,0.0799,0.0134,0.2142,0.2249,94.5331,247.553,257.245,0.1225,100.0,0.7984,0.0,190.0783,31.5519,31.545,24.7785,24.7728
SKQ202210S,PWS1,B,2022-07-09T01:55:48,-147.9367,60.3797,347,6,30.3,11,6.9882,6.9879,3.2012,3.2005,0.025,4.4607,0.7376,4.946,2.623,2.4812,0.0797,0.0134,0.3489,0.2287,94.4444,254.747,264.207,0.5276,98.92,0.7971,0.0,190.0797,31.4136,31.4066,24.5963,24.5909
SKQ202210S,PWS1,B,2022-07-09T01:57:43,-147.9367,60.3797,347,6,20.4,12,7.353,7.3558,3.216,3.2155,0.0413,4.4179,1.1076,5.0,2.6606,2.5201,0.0793,0.0134,0.7242,0.2672,93.5389,256.99,267.007,1.4018,100.0,0.7934,0.0,190.0811,31.2476,31.2395,24.4175,24.4108
SKQ202210S,PWS1,B,2022-07-09T01:57:53,-147.9367,60.3797,347,6,20.41,13,7.3539,7.3548,3.2161,3.2155,0.042,4.4183,1.0889,4.7853,2.6605,2.5193,0.0795,0.0134,0.7409,0.2668,93.5468,257.018,267.175,1.3377,95.71,0.7946,0.0,190.0812,31.2476,31.2401,24.4174,24.4114
SKQ202210S,PWS1,B,2022-07-09T01:59:57,-147.9367,60.3797,347,6,10.34,14,9.2418,9.3055,3.3052,3.3077,0.3773,3.7096,1.9221,4.9878,3.6458,3.4691,0.0836,0.686,8.4528,0.9664,78.5371,358.961,375.915,9.8227,99.76,0.8363,0.0,190.0826,30.5289,30.5005,23.5824,23.5505
SKQ202210S,PWS1,B,2022-07-09T02:00:06,-147.9367,60.3797,347,6,10.31,15,9.2682,9.3425,3.3068,3.3089,0.3703,3.7122,1.9283,4.845,3.6571,3.4747,0.0832,0.7456,8.2918,0.9636,78.593,359.013,375.394,9.9659,96.9,0.832,0.0,190.0827,30.5224,30.4806,23.5733,23.5293
SKQ202210S,PWS1,B,2022-07-09T02:02:40,-147.9367,60.3797,347,6,1.77,16,15.8486,15.7917,3.352,3.3509,0.0677,4.276,2.83,5.0,3.0882,2.9567,0.0798,1.1848,1.3318,0.3978,90.534,263.932,276.549,80.724,100.0,0.7979,0.0,190.0845,26.0211,26.049,18.8864,18.9198
SKQ202210S,PWS1,B,2022-07-09T02:02:52,-147.9367,60.3797,347,6,1.78,17,15.8549,15.8372,3.3522,3.351,0.0709,4.2787,2.8226,5.0,3.0885,2.9553,0.0794,1.2564,1.4063,0.3953,90.5904,264.247,276.265,79.049,100.0,0.7937,0.0,190.0846,26.0188,26.0193,18.8833,18.8875
SKQ202210S,KIP2,B,2022-07-09T03:34:56,-147.9877,60.28,582,7,582.2,1,5.8108,5.8097,3.2566,3.2559,0.0099,4.2253,0.0123,0.5947,1.6908,1.6105,0.0824,0.6557,0.0027,0.4456,89.4585,157.561,163.54,0.0,11.89,0.8238,0.0,190.1486,32.8738,32.8665,25.8958,25.8902
SKQ202210S,KIP2,B,2022-07-09T03:38:30,-147.9877,60.28,582,7,506.1,2,5.8066,5.8054,3.252,3.2513,0.0104,4.3825,0.0124,4.0559,1.7042,1.6231,0.0821,0.6801,0.0142,0.2994,92.7884,157.871,163.697,0.0,81.12,0.8211,0.0,190.151,32.8624,32.8554,25.8873,25.8819
SKQ202210S,KIP2,B,2022-07-09T03:44:53,-147.9877,60.28,582,7,252.35,3,5.7935,5.7925,3.233,3.2323,0.011,4.4581,0.0124,5.0,1.7629,1.6799,0.0817,0.0134,0.0267,0.231,94.3896,160.36,166.466,0.0,100.0,0.8168,0.0,190.1555,32.7835,32.7762,25.8266,25.8209
SKQ202210S,KIP2,B,2022-07-09T03:47:56,-147.9877,60.28,582,7,201.65,4,5.7708,5.7703,3.2208,3.22,0.0107,4.4755,0.0125,5.0,1.8182,1.7302,0.0824,0.0134,0.0204,0.2154,94.7579,166.238,172.577,0.0,100.0,0.8243,0.0,190.1576,32.6925,32.685,25.7573,25.7514
SKQ202210S,KIP2,B,2022-07-09T03:50:57,-147.9877,60.28,582,7,151.67,5,5.6952,5.694,3.1906,3.1898,0.011,4.4868,0.0123,5.0,1.9567,1.8585,0.0812,0.0134,0.0273,0.2053,94.9975,183.149,189.797,0.0,100.0,0.8121,0.0,190.1597,32.4502,32.4429,25.5748,25.5691
SKQ202210S,KIP2,B,2022-07-09T03:53:27,-147.9877,60.28,582,7,126.46,6,5.6424,5.6395,3.1759,3.1747,0.011,4.4955,0.0124,5.0,2.0134,1.9133,0.0811,0.0134,0.0279,0.1975,95.1822,189.864,197.292,0.0,100.0,0.8108,0.0,190.1614,32.3475,32.3367,25.4998,25.4917
SKQ202210S,KIP2,B,2022-07-09T03:55:52,-147.9877,60.28,582,7,101.21,7,5.5668,5.5642,3.1513,3.151,0.0112,4.4767,0.0124,5.0,2.1196,2.0071,0.0809,0.0134,0.0313,0.2143,94.7843,203.149,210.157,0.0,100.0,0.8091,0.0,190.1631,32.1542,32.1539,25.3558,25.3558
SKQ202210S,KIP2,B,2022-07-09T03:58:31,-147.9877,60.28,582,7,76.17,8,5.6425,5.6422,3.1339,3.1333,0.0122,4.4544,0.0124,5.0,2.2955,2.176,0.08,0.0134,0.0554,0.2343,94.3109,224.01,232.798,0.0,100.0,0.8004,0.0,190.1649,31.8979,31.8923,25.1444,25.14
SKQ202210S,KIP2,B,2022-07-09T04:01:09,-147.9877,60.28,582,7,50.86,9,6.2978,6.2945,3.1628,3.1619,0.0195,4.4428,0.1163,5.0,2.4662,2.3372,0.0799,0.0134,0.2245,0.2447,94.0655,240.817,250.432,0.0329,100.0,0.7986,0.0,190.1668,31.6187,31.6121,24.8455,24.8407
SKQ202210S,KIP2,B,2022-07-09T04:02:52,-147.9877,60.28,582,7,40.06,10,6.462,6.4625,3.1686,3.168,0.0184,4.464,0.4393,5.0,2.5505,2.4148,0.0796,0.0134,0.1992,0.2257,94.5136,249.83,259.526,0.2046,100.0,0.7954,0.0,190.168,31.5359,31.5289,24.7599,24.7543
SKQ202210S,KIP2,B,2022-07-09T04:04:43,-147.9877,60.28,582,7,30.44,11,7.0551,7.0426,3.1991,3.1975,0.0317,4.4292,0.8133,5.0,2.6204,2.4812,0.0795,0.0134,0.5048,0.257,93.7774,254.412,264.187,0.6515,100.0,0.7946,0.0,190.1693,31.3296,31.3235,24.5215,24.5184
SKQ202210S,KIP2,B,2022-07-09T04:06:33,-147.9877,60.28,582,7,20.1,12,7.4854,7.4848,3.198,3.1973,0.057,4.3524,1.323,4.4838,2.7153,2.5727,0.0796,0.0134,1.0848,0.327,92.1504,263.317,273.896,2.381,89.68,0.7956,0.0,190.1705,30.9357,30.9289,24.1546,24.1493
SKQ202210S,KIP2,B,2022-07-09T04:08:18,-147.9877,60.28,582,7,9.81,13,11.6451,11.639,3.4245,3.4232,0.141,4.1153,2.157,4.9897,3.7227,3.5302,0.084,0.8832,3.019,0.5511,87.1291,349.459,364.289,16.963,99.79,0.8405,0.0,190.1717,29.7254,29.7172,22.5596,22.5544
SKQ202210S,KIP2,B,2022-07-09T04:10:13,-147.9877,60.28,582,7,2.18,14,15.5783,15.56,3.3762,3.3782,0.0827,4.2007,2.9177,5.0,3.2202,3.0769,0.0798,1.5603,1.6773,0.4689,88.9386,278.128,290.599,98.42,100.0,0.7974,0.0,190.1731,26.4085,26.4374,19.2404,19.2664
SKQ202210S,MS2,B,2022-07-09T09:39:24,-147.8962,59.943,192,11,187.58,1,5.7678,5.7666,3.2168,3.2162,0.011,3.8452,0.0125,0.2475,1.8086,1.7251,0.0818,0.6321,0.0279,0.8227,81.4095,164.564,171.425,0.0,4.95,-0.866,0.0,190.4017,32.6583,32.6519,25.7307,25.7257
SKQ202210S,MS2,B,2022-07-09T09:41:29,-147.8962,59.943,192,11,176.8,2,5.7649,5.7635,3.2153,3.2146,0.011,3.9223,0.0124,0.7636,1.8142,1.7263,0.0823,0.6256,0.0279,0.7433,83.0423,165.151,171.228,0.0,15.27,-0.8592,0.0,190.4031,32.6488,32.6419,25.7235,25.7182
SKQ202210S,MS2,B,2022-07-09T09:44:10,-147.8962,59.943,192,11,151.83,3,5.7552,5.7539,3.2101,3.2094,0.011,4.1078,0.0124,1.9527,1.8437,1.757,0.0813,0.5936,0.0273,0.5583,86.9718,168.303,175.108,0.0,39.05,-0.8723,0.0,190.405,32.6124,32.6055,25.6959,25.6906
SKQ202210S,MS2,B,2022-07-09T09:46:50,-147.8962,59.943,192,11,126.82,4,5.7326,5.7314,3.1957,3.195,0.011,4.2277,0.0124,3.1454,1.9508,1.8546,0.0813,0.3145,0.0273,0.4432,89.5113,181.422,188.248,0.0,62.91,-0.8723,0.0,190.4068,32.4836,32.4766,25.5967,25.5914
SKQ202210S,MS2,B,2022-07-09T09:49:11,-147.8962,59.943,192,11,101.37,5,5.7007,5.6995,3.1787,3.178,0.0111,4.3156,0.0126,4.3219,2.0317,1.9303,0.0812,0.5955,0.029,0.3609,91.3725,191.149,198.421,0.0,86.44,-0.8738,0.0,190.4085,32.335,32.3284,25.4831,25.478
SKQ202210S,MS2,B,2022-07-09T09:51:52,-147.8962,59.943,192,11,76.32,6,5.9679,5.9667,3.1837,3.1829,0.0122,4.3296,0.0125,5.0,2.3176,2.1955,0.0804,0.2908,0.056,0.348,91.6681,224.115,232.573,0.0,100.0,-0.8838,0.0,190.4103,32.1488,32.1415,25.3041,25.2985
SKQ202210S,MS2,B,2022-07-09T09:54:20,-147.8962,59.943,192,11,51.0,7,6.5799,6.5789,3.1973,3.1966,0.018,4.3963,0.0124,1.2939,2.4982,2.3693,0.0797,0.4933,0.1878,0.2868,93.0808,242.616,252.402,0.0,25.88,-0.8925,0.0,190.412,31.7375,31.7307,24.9039,24.8987
SKQ202210S,MS2,B,2022-07-09T09:56:32,-147.8962,59.943,192,11,40.49,8,6.9056,6.9074,3.2038,3.2033,0.0207,4.461,0.0125,1.7764,2.6292,2.4902,0.0797,0.0434,0.2491,0.2284,94.4508,256.261,266.438,0.0,35.53,-0.8925,0.0,190.4136,31.5128,31.5057,24.6852,24.6794
SKQ202210S,MS2,B,2022-07-09T09:58:34,-147.8962,59.943,192,11,30.41,9,8.0813,8.0868,3.2789,3.2786,0.0422,4.398,0.0125,2.2237,2.8112,2.6643,0.0795,0.0134,0.7449,0.2852,93.1172,270.011,280.855,0.0,44.47,-0.8947,0.0,190.415,31.2602,31.2517,24.3266,24.3191
SKQ202210S,MS2,B,2022-07-09T10:00:49,-147.8962,59.943,192,11,20.72,10,8.8229,8.8233,3.3227,3.322,0.0601,4.3601,0.0126,2.669,2.885,2.7383,0.0801,0.8796,1.1582,0.3199,92.3135,274.017,285.181,0.0,53.38,-0.8879,0.0,190.4165,31.0668,31.0592,24.0666,24.0606
SKQ202210S,MS2,B,2022-07-09T10:02:47,-147.8962,59.943,192,11,10.45,11,10.3912,10.363,3.4262,3.4236,0.1931,4.0828,0.013,3.1582,3.0867,2.932,0.0799,0.7454,4.2158,0.5828,86.4414,286.581,299.01,0.0,63.16,-0.89,0.0,190.4179,30.773,30.771,23.5891,23.5923
SKQ202210S,MS2,B,2022-07-09T10:05:04,-147.8962,59.943,192,11,1.76,12,11.9752,11.9746,3.52,3.5192,0.1497,4.0838,0.7922,3.576,3.0277,2.8798,0.0793,0.6888,3.2168,0.5818,86.4626,271.321,282.53,0.6192,71.52,-0.8978,0.0,190.4195,30.3789,30.3712,23.0073,23.0014
SKQ202210S,MID10,B,2022-07-10T17:01:53,-146.0025,58.9103,4444,12,39.58,1,8.3153,8.3076,3.3964,3.395,0.1419,4.3941,1.1754,4.7886,2.9606,2.7983,0.0811,0.0134,3.0368,0.2889,93.0333,284.114,294.819,1.6595,95.77,-0.8745,0.0,191.7089,32.2848,32.2769,25.0961,25.091
SKQ202210S,MID10,B,2022-07-10T17:03:56,-146.0025,58.9103,4444,12,26.5,2,10.8204,10.8601,3.6085,3.6105,0.1512,4.2442,1.8375,4.988,3.0583,2.892,0.0806,1.6555,3.2529,0.4277,89.859,281.072,288.772,8.0646,99.76,-0.8807,0.0,191.7104,32.2086,32.1941,24.6339,24.6157
SKQ202210S,MID10,B,2022-07-10T17:05:44,-146.0025,58.9103,4444,12,20.37,3,12.8308,12.8302,3.7721,3.7711,0.1558,4.1103,2.1733,4.9907,3.0297,2.8852,0.0805,0.6361,3.3577,0.556,87.0235,263.908,275.291,17.614,99.81,-0.8819,0.0,191.7116,32.0594,32.0507,24.1487,24.142
SKQ202210S,MID10,B,2022-07-10T17:07:52,-146.0025,58.9103,4444,12,9.87,4,13.1343,13.1304,3.7946,3.7934,0.1293,4.0843,2.7885,5.0,3.0382,2.8908,0.0802,0.6269,2.7497,0.5813,86.4736,262.722,273.758,73.008,100.0,-0.8866,0.0,191.7131,32.0189,32.0113,24.0581,24.053
SKQ202210S,MID10,B,2022-07-10T17:08:04,-146.0025,58.9103,4444,12,9.91,5,13.1397,13.1387,3.795,3.7941,0.1326,4.0862,2.7903,5.0,3.0398,2.8898,0.0798,0.6266,2.8248,0.5795,86.5132,263.193,273.348,73.3,100.0,-0.8907,0.0,191.7132,32.0182,32.0101,24.0565,24.0504
SKQ202210S,MID10,B,2022-07-10T17:08:12,-146.0025,58.9103,4444,12,9.93,6,13.14,13.1383,3.795,3.794,0.1291,4.0831,2.7798,5.0,3.0381,2.8901,0.0803,0.7012,2.7451,0.5825,86.4483,262.872,273.4,71.559,100.0,-0.8851,0.0,191.7133,32.0182,32.01,24.0565,24.0505
SKQ202210S,MID10,B,2022-07-10T17:10:25,-146.0025,58.9103,4444,12,6.24,7,13.152,13.1514,3.7958,3.7949,0.123,4.0872,3.0935,5.0,3.0354,2.8934,0.0801,0.6325,2.603,0.5785,86.5349,262.185,273.868,147.47,100.0,-0.8882,0.0,191.7149,32.0166,32.0086,24.0529,24.0468
SKQ202210S,MID10,B,2022-07-10T17:10:42,-146.0025,58.9103,4444,12,6.45,8,13.149,13.1495,3.7956,3.7947,0.1233,4.0896,3.083,5.0,3.0379,2.8903,0.0796,0.6446,2.6116,0.5761,86.5855,262.526,273.271,143.98,100.0,-0.8935,0.0,191.715,32.0172,32.0087,24.0539,24.0473
SKQ202210S,MID10,B,2022-07-10T17:10:53,-146.0025,58.9103,4444,12,6.31,9,13.1508,13.1496,3.7957,3.7948,0.1221,4.0871,3.1075,5.0,3.0382,2.8923,0.0794,0.6539,2.5818,0.5786,86.5328,262.604,273.651,152.34,100.0,-0.896,0.0,191.7152,32.0169,32.0088,24.0533,24.0473
SKQ202210S,MID10,B,2022-07-10T17:11:12,-146.0025,58.9103,4444,12,6.41,10,13.1443,13.1447,3.7952,3.7944,0.1242,4.0857,3.1173,5.0,3.0359,2.89,0.08,0.657,2.6311,0.58,86.5021,262.582,273.28,155.81,100.0,-0.8894,0.0,191.7154,32.0178,32.0095,24.0553,24.0488
SKQ202210S,MID10,B,2022-07-10T17:14:05,-146.0025,58.9103,4444,12,1.76,11,13.1468,13.1474,3.7953,3.7944,0.1032,4.0846,3.6137,5.0,3.0393,2.8944,0.0795,0.6414,2.1485,0.5811,86.4795,262.58,273.788,489.95,100.0,-0.8953,0.0,191.7174,32.0177,32.0092,24.0547,24.0481
SKQ202210S,MID10,B,2022-07-10T20:35:10,-146.0027,58.9102,4444,13,1520.56,1,2.4233,2.4228,3.1391,3.1384,0.011,4.6191,0.0126,5.0,0.6288,0.6215,0.085,0.7116,0.0273,0.089,97.7998,23.672,24.123,0.0,100.0,-0.8255,0.0,191.857,34.4741,34.4657,27.5159,27.5092
SKQ202210S,MID10,B,2022-07-10T20:46:32,-146.0027,58.9102,4444,13,1011.93,2,3.1073,3.1066,3.1664,3.1656,0.011,4.6184,0.0126,5.0,0.5787,0.5754,0.0849,0.0125,0.0273,0.0896,97.786,14.408,14.537,0.0,100.0,-0.827,0.0,191.8649,34.3411,34.3322,27.3493,27.3422
SKQ202210S,MID10,B,2022-07-10T20:46:40,-146.0027,58.9102,4444,13,1012.19,3,3.1074,3.1069,3.1664,3.1656,0.0112,4.6189,0.0125,5.0,0.5786,0.5753,0.0841,0.0126,0.033,0.0892,97.795,14.383,14.527,0.0,100.0,-0.837,0.0,191.865,34.3411,34.3321,27.3493,27.3421
SKQ202210S,MID10,B,2022-07-10T20:53:51,-146.0027,58.9102,4444,13,758.02,4,3.5677,3.5669,3.1876,3.1868,0.0114,4.6173,0.0126,5.0,0.5848,0.5812,0.0844,0.0125,0.0376,0.0906,97.7612,14.652,14.875,0.0,100.0,-0.833,0.0,191.87,34.244,34.2347,27.2281,27.2208
SKQ202210S,MID10,B,2022-07-10T21:00:34,-146.0027,58.9102,4444,13,505.06,5,4.2729,4.274,3.2256,3.2249,0.011,4.6158,0.0125,5.0,0.6606,0.6519,0.0846,0.0125,0.0262,0.0919,97.7296,24.029,24.663,0.0,100.0,-0.8314,0.0,191.8747,34.0917,34.0823,27.0352,27.0276
SKQ202210S,MID10,B,2022-07-10T21:06:45,-146.0027,58.9102,4444,13,252.97,6,5.1278,5.1327,3.272,3.2716,0.011,4.6063,0.0125,5.0,1.0006,0.9662,0.0839,0.0125,0.0273,0.1001,97.5285,65.644,67.654,0.0,100.0,-0.8389,0.0,191.879,33.8856,33.8764,26.7771,26.7693
SKQ202210S,MID10,B,2022-07-10T21:09:49,-146.0027,58.9102,4444,13,203.24,7,5.4716,5.4718,3.2963,3.2955,0.011,4.6067,0.0125,5.0,1.1341,1.0916,0.0835,0.0127,0.0273,0.0997,97.5364,81.309,84.007,0.0,100.0,-0.8445,0.0,191.8811,33.8425,33.833,26.7026,26.6951
SKQ202210S,MID10,B,2022-07-10T21:13:13,-146.0027,58.9102,4444,13,151.05,8,5.862,5.8648,3.3189,3.3183,0.011,4.6057,0.0124,5.0,1.3437,1.2868,0.0824,0.0128,0.0267,0.1006,97.5158,105.536,109.255,0.0,100.0,-0.8582,0.0,191.8835,33.7334,33.7241,26.5689,26.5613
SKQ202210S,MID10,B,2022-07-10T21:15:34,-146.0027,58.9102,4444,13,126.2,9,6.1091,6.1083,3.3251,3.3242,0.011,4.5828,0.0424,5.0,1.4168,1.3543,0.0826,0.013,0.0273,0.1205,97.0309,113.806,117.764,0.0086,100.0,-0.8557,0.0,191.8851,33.5702,33.5609,26.4092,26.4019
SKQ202210S,MID10,B,2022-07-10T21:17:55,-146.0027,58.9102,4444,13,101.28,10,6.098,6.0967,3.2746,3.2735,0.0122,4.6056,0.3638,5.0,1.9833,1.8792,0.0804,0.0132,0.0554,0.1007,97.5142,182.525,188.559,0.1524,100.0,-0.8835,0.0,191.8867,33.0277,33.0173,25.9822,25.9741
SKQ202210S,MID10,B,2022-07-10T21:20:10,-146.0027,58.9102,4444,13,76.0,11,5.8151,5.8191,3.2007,3.2004,0.0175,4.5983,0.8432,5.0,2.6176,2.4689,0.0792,0.0131,0.1769,0.1071,97.3591,261.245,270.549,0.7067,100.0,-0.8982,0.0,191.8883,32.4858,32.4779,25.5887,25.582
SKQ202210S,MID10,B,2022-07-10T21:22:51,-146.0027,58.9102,4444,13,49.89,12,6.8036,6.8045,3.2691,3.2685,0.0409,4.5413,1.5334,4.9951,2.7815,2.6287,0.0794,0.013,0.7151,0.157,96.1522,273.87,284.28,3.9411,99.9,-0.8966,0.0,191.8902,32.3171,32.3088,25.3318,25.3251
SKQ202210S,MID10,B,2022-07-10T21:24:41,-146.0027,58.9102,4444,13,40.17,13,7.6348,7.6199,3.34,3.338,0.0771,4.4833,1.8108,4.9895,2.9084,2.7475,0.0796,0.0131,1.5478,0.2084,94.9231,283.04,293.888,7.5746,99.79,-0.8935,0.0,191.8914,32.3127,32.3048,25.2158,25.2116
SKQ202210S,MID10,B,2022-07-10T21:26:28,-146.0027,58.9102,4444,13,30.85,14,9.109,9.1134,3.4681,3.4675,0.145,4.3723,2.1394,4.9893,3.0474,2.892,0.0798,0.0133,3.1102,0.3087,92.5726,288.355,300.922,16.283,99.78,-0.891,0.0,191.8927,32.3134,32.3033,24.9981,24.9894
SKQ202210S,MID10,B,2022-07-10T21:26:37,-146.0027,58.9102,4444,13,30.37,15,9.1431,9.1379,3.4713,3.47,0.1489,4.3721,2.1544,4.9895,3.0542,2.8852,0.0797,0.0132,3.199,0.3089,92.5673,289.337,299.751,16.861,99.79,-0.8922,0.0,191.8928,32.3159,32.3072,24.9946,24.9887
SKQ202210S,MID10,B,2022-07-10T21:28:23,-146.0027,58.9102,4444,13,20.16,16,12.0588,12.0789,3.7044,3.7049,0.1509,4.2176,2.5496,5.0,3.0586,2.8998,0.0796,0.6665,3.2454,0.4528,89.297,271.735,281.496,42.074,100.0,-0.8935,0.0,191.894,32.0721,32.0594,24.305,24.2914
SKQ202210S,MID10,B,2022-07-10T21:30:00,-146.0027,58.9102,4444,13,9.87,17,13.2846,13.2859,3.8043,3.8035,0.0799,4.0878,3.0796,5.0,3.0446,2.8992,0.0796,0.6647,1.6132,0.5779,86.5475,262.764,274.299,142.81,100.0,-0.8932,0.0,191.8951,31.9835,31.9745,24.0011,23.9939
SKQ202210S,MID10,B,2022-07-10T21:30:09,-146.0027,58.9102,4444,13,9.82,18,13.269,13.272,3.803,3.8023,0.0828,4.0881,3.0833,4.7984,3.0429,2.8975,0.0795,0.6424,1.6791,0.5776,86.5538,262.493,273.74,144.06,95.97,-0.8957,0.0,191.8952,31.984,31.9751,24.0046,23.9971
SKQ202210S,MID10,B,2022-07-10T21:30:17,-146.0027,58.9102,4444,13,9.72,19,13.2636,13.2654,3.8025,3.8017,0.0832,4.0783,3.0906,5.0,3.048,2.8992,0.0797,0.6487,1.6888,0.5873,86.346,263.435,274.118,146.5,100.0,-0.8929,0.0,191.8953,31.9841,31.9752,24.0057,23.9985
SKQ202210S,MID10,B,2022-07-10T21:32:13,-146.0027,58.9102,4444,13,2.37,20,13.3752,13.3727,3.812,3.8109,0.0441,4.1053,3.9056,5.0,3.0413,2.8973,0.0792,0.3298,0.7896,0.5608,86.919,261.669,273.006,958.49,100.0,-0.8982,0.0,191.8967,31.9821,31.9738,23.982,23.9762
SKQ202210S,MID10,B,2022-07-10T21:32:23,-146.0027,58.9102,4444,13,2.35,21,13.3745,13.3734,3.8119,3.811,0.0415,4.1054,3.9423,5.0,3.0419,2.8938,0.0788,0.6243,0.7283,0.5607,86.9201,261.789,272.298,1045.5,100.0,-0.9035,0.0,191.8968,31.9822,31.9739,23.9823,23.9761
SKQ202210S,MID9,B,2022-07-11T00:56:37,-146.1007,59.0673,2968,14,1011.87,1,3.1726,3.1718,3.1708,3.17,0.0111,4.6151,0.0123,5.0,0.5799,0.5774,0.0852,0.777,0.0296,0.0925,97.7143,14.356,14.682,0.0,100.0,-0.8233,0.0,192.0386,34.3256,34.3171,27.3308,27.3241
SKQ202210S,MID9,B,2022-07-11T00:56:48,-146.1007,59.0673,2968,14,1012.34,2,3.1726,3.1714,3.1708,3.17,0.011,4.6147,0.0124,5.0,0.58,0.5775,0.0849,0.7493,0.0273,0.0929,97.7053,14.366,14.713,0.0,100.0,-0.8277,0.0,192.0387,34.3256,34.3172,27.3308,27.3243
SKQ202210S,MID9,B,2022-07-11T01:03:57,-146.1007,59.0673,2968,14,758.37,3,3.6653,3.6632,3.1947,3.1937,0.011,4.6149,0.0124,5.0,0.5873,0.5841,0.0851,0.7536,0.0284,0.0927,97.7095,14.817,15.126,0.0,100.0,-0.8246,0.0,192.0437,34.2258,34.2168,27.204,27.1971
