Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],C0S/m,C1S/m,Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],PAR_[umol_photons/m2/sec],Oxygen_[umol/kg],Oxygen2_[umol/kg],OxygenPS_[%_saturation],OxygenPS2_[%_saturation],Altimeter_[m],SUNA,Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ202012S,IB2,B,2020-09-08T18:05:48,-148.233,60.272,156.0,34,152.22,1,5.2898,5.297,3.0883,3.0888,0.0119,2.1596,1.7069,2.1329,4.1977,0.0142,0.2263,-0.0514,0.4414,89.553,0.0007,224.198,232.591,71.643,74.338,4.53,18.092,31.6792,31.6789,25.0116,25.0105
SKQ202012S,IB2,B,2020-09-08T18:08:24,-148.233,60.272,156.0,34,126.35,2,5.3149,5.3165,3.0888,3.0893,0.0117,2.1744,1.7205,2.1541,4.2073,0.0115,1.5092,-0.0544,0.4322,89.7587,0.0001,225.772,234.445,72.187,74.965,30.18,18.2126,31.6745,31.6782,25.0051,25.0078
SKQ202012S,IB2,B,2020-09-08T18:11:01,-148.233,60.272,156.0,34,101.11,3,5.4895,5.4918,3.0995,3.0999,0.0121,2.1228,1.7839,2.2395,4.3202,0.0157,2.7722,-0.0466,0.3262,92.1685,0.0011,235.834,244.711,75.698,78.553,55.44,17.7943,31.6426,31.6453,24.9602,24.9621
SKQ202012S,IB2,B,2020-09-08T18:13:39,-148.233,60.272,156.0,34,75.7,4,6.1364,6.1449,3.1338,3.135,0.0123,1.9774,1.8685,2.3538,4.3621,0.0153,4.0455,-0.0406,0.2876,93.0629,0.001,247.057,255.523,80.39,83.164,80.91,16.6149,31.4354,31.4402,24.7206,24.7233
SKQ202012S,IB2,B,2020-09-08T18:16:20,-148.233,60.272,156.0,34,50.55,5,7.3955,7.2882,3.2029,3.1985,0.015,1.6792,1.9254,2.4335,4.3714,0.031,4.9164,0.0222,0.2791,93.2591,0.0052,248.994,259.238,83.174,86.416,98.33,14.1965,31.0541,31.1041,24.2597,24.3133
SKQ202012S,IB2,B,2020-09-08T18:19:46,-148.233,60.272,156.0,34,40.35,6,9.1529,9.1563,3.2762,3.2767,0.0212,1.308,1.9978,2.5264,4.4348,0.0717,5.0,0.1724,0.2215,94.6134,0.0177,251.897,260.885,87.05,90.165,100.0,11.1856,30.2947,30.2976,23.413,23.4148
SKQ202012S,IB2,B,2020-09-08T18:21:42,-148.233,60.272,156.0,34,30.52,7,10.9436,10.951,3.3117,3.3122,0.0241,1.107,2.0691,2.6209,4.452,0.242,2.3722,0.2423,0.206,94.9793,0.0851,254.468,263.649,90.712,93.999,47.44,9.556,29.183,29.1824,22.2597,22.258
SKQ202012S,IB2,B,2020-09-08T18:23:38,-148.233,60.272,156.0,34,20.44,8,12.9715,13.0484,3.3042,3.3014,0.0405,0.5849,2.1378,2.7107,4.3779,0.6259,1.3615,0.637,0.2732,93.3984,0.38,256.321,265.676,94.293,97.834,27.23,5.3216,27.5752,27.4933,20.6543,20.5767
SKQ202012S,IB2,B,2020-09-08T18:25:29,-148.233,60.272,156.0,34,10.18,9,11.2131,11.1547,2.8627,2.8538,0.049,0.6208,2.1651,2.751,3.3567,1.6509,1.8614,0.8392,1.3359,71.6074,5.2,276.669,286.98,96.07,99.492,37.23,5.6126,24.6717,24.6255,18.7134,18.687
SKQ202012S,IB2,B,2020-09-08T18:27:39,-148.233,60.272,156.0,34,3.13,10,9.6036,9.6379,2.353,2.3591,0.0504,0.5937,2.1729,2.7682,2.9779,2.9242,2.2202,0.8721,1.8149,63.5251,99.8,296.601,307.347,96.685,100.294,44.4,5.3925,20.7904,20.8303,15.9377,15.9641
SKQ202012S,IB2,B,2020-09-08T18:27:45,-148.233,60.272,156.0,34,3.12,11,9.9493,9.9587,2.407,2.4074,0.052,0.5502,2.1824,2.7785,3.0215,2.9259,2.237,0.9121,1.7569,64.454,100.0,296.225,306.464,97.534,100.924,44.74,5.0405,21.1108,21.1099,16.1394,16.1374
SKQ202012S,IB1,B,2020-09-08T20:54:09,-148.333,60.2417,140.0,35,136.39,1,4.9584,4.9597,3.0533,3.0538,0.0115,2.0644,1.8524,2.3255,4.105,0.0132,0.2323,-0.0603,0.5308,87.5738,0.0004,253.505,261.494,80.327,82.863,4.65,17.32,31.6025,31.6064,24.9871,24.9901
SKQ202012S,IB1,B,2020-09-08T20:54:20,-148.333,60.2417,140.0,35,136.38,2,4.9589,4.9599,3.0533,3.0538,0.011,2.0548,1.8515,2.3273,4.0988,0.0114,0.238,-0.0717,0.5368,87.442,0.0,253.391,261.653,80.291,82.914,4.76,17.2426,31.6023,31.6063,24.9869,24.9899
SKQ202012S,IB1,B,2020-09-08T20:56:27,-148.333,60.2417,140.0,35,126.17,3,4.9626,4.9634,3.0531,3.0536,0.0118,2.0542,1.8536,2.3272,4.0973,0.0293,0.8243,-0.0532,0.5382,87.4117,0.0048,253.445,261.272,80.315,82.8,16.48,17.2381,31.6015,31.6056,24.9859,24.989
SKQ202012S,IB1,B,2020-09-08T20:59:11,-148.333,60.2417,140.0,35,100.86,4,5.0232,5.0245,3.0561,3.0566,0.0116,2.125,1.8593,2.3363,4.0489,0.0191,2.0954,-0.0585,0.5858,86.3769,0.0019,253.262,261.625,80.366,83.025,41.91,17.8113,31.5902,31.5943,24.9704,24.9735
SKQ202012S,IB1,B,2020-09-08T21:01:58,-148.333,60.2417,140.0,35,75.8,5,5.4597,5.4628,3.0843,3.0849,0.0115,2.0145,1.8902,2.3779,4.148,0.0123,3.3544,-0.0609,0.489,88.4927,0.0003,255.645,263.449,81.919,84.429,67.09,16.9156,31.5116,31.5153,24.8599,24.8625
SKQ202012S,IB1,B,2020-09-08T21:04:39,-148.333,60.2417,140.0,35,50.74,6,6.6222,6.6407,3.1518,3.1531,0.0127,1.7468,1.9257,2.4242,4.1603,0.0115,4.6056,-0.0316,0.4771,88.7559,0.0001,253.81,262.036,83.379,86.117,92.11,14.7446,31.1987,31.1964,24.474,24.4699
SKQ202012S,IB1,B,2020-09-08T21:06:36,-148.333,60.2417,140.0,35,40.5,7,9.0156,9.0167,3.2641,3.2646,0.0177,1.4994,2.0064,2.5261,4.3161,0.011,4.7658,0.0898,0.3301,92.0787,0.0,254.098,261.108,87.54,89.96,95.32,12.7385,30.2878,30.2913,23.4284,23.431
SKQ202012S,IB1,B,2020-09-08T21:08:59,-148.333,60.2417,140.0,35,30.58,8,10.2769,10.2765,3.2984,3.2989,0.0216,1.1173,2.0398,2.5704,4.3167,0.011,4.9881,0.1807,0.3295,92.093,0.0,252.895,260.208,89.121,91.7,99.76,9.639,29.5889,29.5934,22.6858,22.6894
SKQ202012S,IB1,B,2020-09-08T21:11:03,-148.333,60.2417,140.0,35,20.24,9,12.8564,12.8577,3.272,3.2725,0.0245,0.7134,2.1478,2.7199,4.064,0.011,4.5798,0.2531,0.5709,86.7002,0.0,259.063,268.122,94.93,98.255,91.6,6.3638,27.3607,27.3641,20.5099,20.5123
SKQ202012S,IB1,B,2020-09-08T21:13:30,-148.333,60.2417,140.0,35,10.24,10,10.4832,10.4633,2.7555,2.7544,0.0473,0.7046,2.162,2.7489,2.4872,0.8469,1.2162,0.7985,2.5355,53.0526,0.714,282.082,292.094,96.035,99.403,24.32,6.292,24.1306,24.1337,18.4082,18.4135
SKQ202012S,IB1,B,2020-09-08T21:16:23,-148.333,60.2417,140.0,35,2.41,11,9.4759,9.4767,2.6041,2.6036,0.0319,0.0941,2.1589,2.7468,1.694,3.9188,1.5911,0.4289,4.0726,36.127,987.0,290.014,300.044,95.998,99.316,31.82,1.3411,23.3196,23.314,17.9243,17.9198
SKQ202012S,IB0,B,2020-09-08T22:37:07,-148.36,60.2713,280.0,36,273.49,1,4.947,4.9446,3.0587,3.0591,0.0111,0.0933,1.8277,2.3017,4.0662,0.011,0.1381,-0.0687,0.5687,86.7465,0.0,253.442,262.819,80.288,83.258,2.76,1.335,31.6082,31.6148,24.9928,24.9983
SKQ202012S,IB0,B,2020-09-08T22:40:20,-148.36,60.2713,280.0,36,252.74,2,4.9408,4.9421,3.0575,3.058,0.0116,0.0933,1.8337,2.3114,4.1435,0.0122,1.1432,-0.0585,0.4935,88.3959,0.0002,254.057,263.879,80.473,83.589,22.86,1.3346,31.6107,31.6147,24.9955,24.9986
SKQ202012S,IB0,B,2020-09-08T22:42:56,-148.36,60.2713,280.0,36,202.32,3,4.9373,4.9385,3.0551,3.0555,0.0102,0.0931,1.8416,2.3208,4.1122,0.011,3.5916,-0.0926,0.5237,87.7291,0.0,254.04,263.089,80.461,83.332,71.83,1.3328,31.6106,31.6147,24.9958,24.9989
SKQ202012S,IB0,B,2020-09-08T22:46:51,-148.36,60.2713,280.0,36,151.75,4,4.9384,4.9398,3.0527,3.0532,0.0108,0.0931,1.8606,2.3465,4.3354,0.0138,4.9543,-0.0771,0.3122,92.4918,0.0006,255.869,265.335,81.04,84.043,99.09,1.333,31.6069,31.6107,24.9927,24.9956
SKQ202012S,IB0,B,2020-09-08T22:53:56,-148.36,60.2713,280.0,36A,144.91,1,4.9399,4.9414,3.0524,3.0528,0.0107,0.0931,1.8651,2.3523,4.3802,0.011,2.2069,-0.0801,0.2711,93.4474,0.0,256.307,265.793,81.18,84.19,44.14,1.3332,31.605,31.6087,24.9911,24.9938
SKQ202012S,IB0,B,2020-09-08T22:54:00,-148.36,60.2713,280.0,36A,142.82,2,4.9424,4.9428,3.0524,3.0528,0.0106,0.0931,1.8665,2.354,4.3833,0.0115,1.4556,-0.0819,0.2682,93.5143,0.0001,256.733,265.988,81.319,84.254,29.11,1.3328,31.6037,31.608,24.9898,24.9931
SKQ202012S,IB0,B,2020-09-08T22:54:08,-148.36,60.2713,280.0,36A,136.93,3,4.9464,4.9487,3.0524,3.0529,0.0107,0.0931,1.8706,2.3601,4.3855,0.0137,1.4226,-0.0795,0.2662,93.5617,0.0005,257.395,266.437,81.536,84.407,28.45,1.3332,31.6029,31.6065,24.9887,24.9914
SKQ202012S,IB0,B,2020-09-08T22:54:14,-148.36,60.2713,280.0,36A,131.94,4,4.9542,4.9554,3.0527,3.0531,0.0114,0.093,1.8707,2.3614,4.3533,0.011,1.5986,-0.0615,0.2958,92.8731,0.0,256.989,266.381,81.422,84.402,31.97,1.3322,31.6011,31.605,24.9864,24.9894
SKQ202012S,IB0,B,2020-09-08T22:56:43,-148.36,60.2713,280.0,36A,126.27,5,4.9563,4.9564,3.0525,3.0529,0.0113,0.0931,1.8723,2.362,4.4271,0.0125,1.8864,-0.0645,0.2285,94.4475,0.0003,257.451,266.38,81.572,84.404,37.73,1.333,31.6005,31.6049,24.9857,24.9892
SKQ202012S,IB0,B,2020-09-08T22:58:58,-148.36,60.2713,280.0,36A,101.03,6,4.9957,4.9961,3.054,3.0544,0.0115,0.093,1.8742,2.3658,4.3914,0.0176,3.172,-0.0597,0.2609,93.6872,0.0016,256.597,265.742,81.372,84.276,63.44,1.332,31.5918,31.5963,24.9746,24.9781
SKQ202012S,IB0,B,2020-09-08T23:01:24,-148.36,60.2713,280.0,36A,75.81,7,5.3177,5.3047,3.0745,3.074,0.0126,0.093,1.8899,2.3872,4.3658,0.011,4.3615,-0.0322,0.2842,93.1405,0.0,256.299,265.785,81.867,84.875,87.23,1.332,31.5343,31.5399,24.8938,24.8997
SKQ202012S,IB0,B,2020-09-08T23:04:25,-148.36,60.2713,280.0,36A,50.59,8,7.531,7.4604,3.2025,3.2002,0.0118,0.0932,1.9867,2.516,4.217,0.0111,4.9536,-0.0538,0.423,89.9645,0.0,259.43,269.335,86.85,90.046,99.07,1.334,30.9297,30.9675,24.1437,24.1829
SKQ202012S,IB0,B,2020-09-08T23:06:20,-148.36,60.2713,280.0,36A,40.43,9,8.9653,8.9516,3.2615,3.261,0.0183,0.0933,2.0255,2.5677,4.2654,0.011,5.0,0.1024,0.3774,90.9971,0.0,257.948,267.619,88.778,92.082,100.0,1.335,30.3042,30.3101,23.4488,23.4554
SKQ202012S,IB0,B,2020-09-08T23:08:23,-148.36,60.2713,280.0,36A,30.49,10,10.5144,10.5162,3.2994,3.2998,0.0167,0.0933,2.0677,2.6242,4.2866,0.0113,4.9593,0.0641,0.3575,91.4512,0.0,256.493,266.507,90.736,94.285,99.19,1.3344,29.4056,29.4085,22.5042,22.5062
SKQ202012S,IB0,B,2020-09-08T23:10:22,-148.36,60.2713,280.0,36A,20.42,11,12.8237,12.8113,3.2816,3.282,0.0233,0.0936,2.1438,2.7172,4.2633,0.3091,5.0,0.2244,0.3793,90.953,0.12,258.346,267.501,94.678,98.017,100.0,1.337,27.4734,27.4861,20.603,20.6151
SKQ202012S,IB0,B,2020-09-08T23:12:50,-148.36,60.2713,280.0,36A,10.05,12,10.7329,10.6865,2.8021,2.7962,0.0362,0.0935,2.16,2.748,2.9666,1.7338,3.8453,0.5335,1.8303,63.2826,6.32,279.31,290.338,95.805,99.469,76.91,1.3362,24.4134,24.3877,18.5892,18.5765
SKQ202012S,IB0,B,2020-09-08T23:15:14,-148.36,60.2713,280.0,36A,2.31,13,9.3731,9.4056,2.5901,2.5948,0.0535,0.0936,2.1574,2.7502,2.3605,3.8641,4.8081,0.9486,2.7448,50.3487,870.0,290.268,301.246,95.811,99.525,96.17,1.337,23.2483,23.2734,17.8831,17.8981
SKQ202012S,IB0,B,2020-09-08T23:15:29,-148.36,60.2713,280.0,36A,2.31,14,9.381,9.4122,2.5919,2.5949,0.0538,0.0936,2.1553,2.7456,2.3642,3.8631,4.8947,0.9558,2.7385,50.428,868.0,289.903,300.237,95.717,99.205,97.9,1.337,23.2612,23.2705,17.892,17.895
SKQ202012S,GAK1,B,2020-09-09T15:15:49,-149.4667,59.8453,268.0,37,2.71,1,13.0401,13.0625,3.2399,3.2448,0.0705,0.0939,2.184,2.7584,4.3354,1.8215,5.0,1.3558,0.3122,92.4929,7.78,263.774,271.641,96.74,99.692,100.0,1.3399,26.9391,26.968,20.1503,20.1685
SKQ202012S,GAK1,B,2020-09-09T15:16:00,-149.4667,59.8453,268.0,37,2.72,2,13.0397,13.0652,3.2388,3.2456,0.069,0.0939,2.1821,2.7581,4.3442,1.8236,5.0,1.3199,0.3041,92.679,7.81,263.345,271.714,96.575,99.729,100.0,1.3397,26.9289,26.9739,20.1425,20.1725
SKQ202012S,GAK1,B,2020-09-09T15:16:09,-149.4667,59.8453,268.0,37,2.84,3,13.0501,13.0809,3.2428,3.2508,0.0666,0.0939,2.1797,2.7576,4.3544,1.7876,5.0,1.2619,0.2947,92.8976,7.18,262.843,270.958,96.433,99.509,100.0,1.3397,26.959,27.0101,20.1638,20.1975
