Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],PAR_[umol_photons/m2/sec],Oxygen_[umol/kg],Oxygen2_[umol/kg],Altimeter_[m],SUNA,JulianDays_[days],Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ202207S,PWS1,B,2022-04-23T05:22:47,-147.937,60.3797,356,4,40.58,15,4.3032,4.3042,2.9601,2.9601,0.0551,4.4577,0.0125,5.0,2.765,2.6002,0.0797,1.0825,1.0423,0.2314,94.3806,0.0,291.839,302.031,100.0,-0.8925,113.2239,31.1947,31.1931,24.7311,24.7297
SKQ202207S,PWS1,B,2022-04-23T05:24:58,-147.937,60.3797,356,4,30.48,16,4.227,4.2284,2.9383,2.9378,0.1228,4.4158,0.0128,5.0,2.85,2.6679,0.0797,1.0832,2.5995,0.2692,93.4924,0.0,302.958,313.373,100.0,-0.8922,113.2254,31.0172,31.0106,24.5976,24.5922
SKQ202207S,PWS1,B,2022-04-23T05:25:07,-147.937,60.3797,356,4,30.5,17,4.238,4.2367,2.9382,2.9378,0.1412,4.4164,0.0128,5.0,2.8844,2.7009,0.08,1.0834,3.0219,0.2685,93.5067,0.0,308.978,317.295,100.0,-0.8882,113.2255,31.0057,31.0029,24.5874,24.5853
SKQ202207S,PWS1,B,2022-04-23T05:27:16,-147.937,60.3797,356,4,20.58,18,4.6015,4.6027,2.9467,2.9465,0.4941,3.7042,0.0123,4.8583,3.3729,3.1626,0.0818,1.3509,11.1385,0.9725,78.4231,0.0,366.398,377.984,97.17,-0.8667,113.227,30.7691,30.7655,24.3637,24.3607
SKQ202207S,PWS1,B,2022-04-23T05:27:23,-147.937,60.3797,356,4,20.56,19,4.5986,4.5996,2.9464,2.9463,0.5091,3.7259,0.0124,5.0,3.3613,3.1554,0.082,1.3505,11.4835,0.9491,78.8828,0.0,364.795,378.332,100.0,-0.8632,113.2271,30.7689,30.7659,24.3638,24.3614
SKQ202207S,PWS1,B,2022-04-23T05:27:34,-147.937,60.3797,356,4,20.61,20,4.604,4.6139,2.9468,2.947,0.52,3.6832,0.0122,5.0,3.3814,3.1689,0.082,1.3485,11.7345,0.995,77.9782,0.0,368.195,380.615,100.0,-0.8632,113.2272,30.7676,30.7614,24.3623,24.3564
SKQ202207S,PWS1,B,2022-04-23T05:29:45,-147.937,60.3797,356,4,10.24,21,4.7754,4.7745,2.9498,2.9495,0.7027,3.4467,0.0433,5.0,3.542,3.3149,0.0829,1.3467,15.9367,1.2605,72.9706,0.0088,386.178,398.317,100.0,-0.8526,113.2288,30.6491,30.6462,24.2509,24.2488
SKQ202207S,PWS1,B,2022-04-23T05:29:52,-147.937,60.3797,356,4,10.25,22,4.7756,4.7748,2.9499,2.9494,0.6456,3.4177,0.0399,5.0,3.5431,3.3181,0.0829,1.414,14.6231,1.2944,72.3569,0.008,386.672,399.469,100.0,-0.8523,113.2288,30.6498,30.645,24.2514,24.2478
SKQ202207S,PWS1,B,2022-04-23T05:32:26,-147.937,60.3797,356,4,1.59,23,4.775,4.7743,2.9484,2.9481,0.6106,3.4289,0.976,4.996,3.5511,3.3216,0.0831,1.4189,13.819,1.2814,72.5922,1.0079,387.449,399.453,99.92,-0.8501,113.2306,30.6366,30.6342,24.241,24.2392
SKQ202207S,PWS1,B,2022-04-23T05:32:34,-147.937,60.3797,356,4,1.59,24,4.7749,4.7742,2.9483,2.948,0.665,3.4302,0.9789,5.0,3.5449,3.3195,0.0825,1.3511,15.0689,1.2798,72.6213,1.0146,386.286,398.691,100.0,-0.8567,113.2307,30.6361,30.6327,24.2406,24.2381
SKQ202207S,KIP02,B,2022-04-23T07:12:49,-147.9868,60.2778,582,5,581.65,1,5.8902,5.8897,3.2483,3.2477,0.011,4.3172,0.0125,0.2283,1.7157,1.6286,0.0817,1.0824,0.0273,0.3595,91.4047,0.0,160.599,165.618,4.57,-0.8679,113.3003,32.7036,32.6982,25.7517,25.7475
SKQ202207S,KIP02,B,2022-04-23T07:16:01,-147.9868,60.2778,582,5,505.81,2,5.8602,5.8594,3.2407,3.2402,0.011,4.3905,0.0125,3.9811,1.7416,1.6521,0.0818,1.0816,0.0273,0.292,92.9589,0.0,162.636,167.638,79.62,-0.866,113.3026,32.6843,32.6791,25.7401,25.7361
SKQ202207S,KIP02,B,2022-04-23T07:22:14,-147.9868,60.2778,582,5,252.14,3,5.7844,5.7838,3.2059,3.2053,0.011,4.503,0.0124,5.0,1.9181,1.8191,0.0809,1.1514,0.0267,0.1909,95.3406,0.0,180.233,186.328,100.0,-0.8773,113.3069,32.4876,32.4821,25.5938,25.5895
SKQ202207S,KIP02,B,2022-04-23T07:24:56,-147.9868,60.2778,582,5,202.34,4,5.5025,5.5006,3.1531,3.1524,0.0122,4.482,0.0124,5.0,2.1759,2.0562,0.0808,1.0831,0.0554,0.2096,94.8951,0.0,212.892,220.153,100.0,-0.8782,113.3087,32.1877,32.1813,25.3897,25.3849
SKQ202207S,KIP02,B,2022-04-23T07:27:25,-147.9868,60.2778,582,5,151.61,5,5.1243,5.1219,3.0944,3.0938,0.0145,4.455,0.0125,5.0,2.4367,2.2978,0.0801,1.1496,0.1064,0.2337,94.3247,0.0,247.639,255.515,100.0,-0.8876,113.3105,31.9072,31.9021,25.2104,25.2066
SKQ202207S,KIP02,B,2022-04-23T07:29:45,-147.9868,60.2778,582,5,126.06,6,4.9031,4.9027,3.0583,3.0579,0.0169,4.4552,0.0125,5.0,2.584,2.4321,0.0797,1.0821,0.1626,0.2336,94.3284,0.0,266.481,275.879,100.0,-0.8922,113.3121,31.7169,31.7134,25.0837,25.0809
SKQ202207S,KIP02,B,2022-04-23T07:32:07,-147.9868,60.2778,582,5,101.3,7,4.7053,4.7019,3.0265,3.0262,0.0201,4.4625,0.0125,5.0,2.6612,2.4991,0.0799,1.1192,0.2359,0.2271,94.4814,0.0,277.395,285.599,100.0,-0.8907,113.3137,31.5523,31.5518,24.9741,24.974
SKQ202207S,KIP02,B,2022-04-23T07:34:31,-147.9868,60.2778,582,5,75.69,8,4.5066,4.5065,2.9928,2.9924,0.0398,4.4426,0.0124,5.0,2.7503,2.5863,0.0801,1.1531,0.6893,0.2449,94.0613,0.0,289.519,299.548,100.0,-0.8879,113.3154,31.3635,31.3597,24.8448,24.8418
SKQ202207S,KIP02,B,2022-04-23T07:37:06,-147.9868,60.2778,582,5,51.0,9,4.3416,4.3418,2.9543,2.954,0.1521,4.2823,0.013,5.0,2.9381,2.761,0.0805,1.0893,3.2724,0.392,90.6654,0.0,314.31,325.393,100.0,-0.8832,113.3172,31.0862,31.0825,24.6412,24.6382
SKQ202207S,KIP02,B,2022-04-23T07:38:53,-147.9868,60.2778,582,5,40.69,10,4.3389,4.3437,2.9495,2.9492,0.1896,4.1631,0.0136,4.9929,2.9937,2.8144,0.0804,1.0831,4.1349,0.5049,88.1413,0.0002,322.005,332.559,99.86,-0.8838,113.3184,31.038,31.0295,24.6031,24.596
SKQ202207S,KIP02,B,2022-04-23T07:40:45,-147.9868,60.2778,582,5,30.51,11,4.4105,4.4094,2.9494,2.9491,0.4112,3.9738,0.0128,5.0,3.1209,2.9298,0.0807,1.0804,9.2317,0.6912,84.1321,0.0,336.789,348.746,100.0,-0.8804,113.3197,30.9746,30.9715,24.5458,24.5434
SKQ202207S,KIP02,B,2022-04-23T07:43:06,-147.9868,60.2778,582,5,20.32,12,4.6182,4.6176,2.9557,2.9553,0.6617,3.6492,0.0122,5.0,3.3568,3.1546,0.082,1.3466,14.9933,1.0323,77.2579,0.0,364.622,377.74,100.0,-0.8629,113.3214,30.857,30.8529,24.4317,24.4286
SKQ202207S,KIP02,B,2022-04-23T07:45:12,-147.9868,60.2778,582,5,10.19,13,4.7944,4.796,2.9555,2.9554,0.6376,3.4644,0.0158,4.7463,3.5039,3.2896,0.0824,1.4159,14.4391,1.2402,73.3448,0.0009,381.173,395.39,94.93,-0.8579,113.3228,30.6963,30.6943,24.2863,24.2846
SKQ202207S,KIP02,B,2022-04-23T07:47:29,-147.9868,60.2778,582,5,2.45,14,4.7899,4.7883,2.9545,2.954,0.5559,3.4845,0.5403,5.0,3.4998,3.2821,0.0825,1.4161,12.561,1.2172,73.7702,0.2908,380.771,393.826,100.0,-0.857,113.3244,30.6925,30.689,24.2838,24.2812
SKQ202207S,IB0.5,B,2022-04-23T19:06:47,-148.3527,60.2502,184,6,179.94,1,5.0619,5.061,3.0551,3.0548,0.0099,4.3203,0.0125,0.2462,2.2329,2.1063,0.0809,1.0836,0.001,0.3566,91.4718,0.0,222.448,230.041,4.92,-0.8776,113.7961,31.5038,31.5009,24.8978,24.8956
SKQ202207S,IB0.5,B,2022-04-23T19:07:31,-148.3527,60.2502,184,6,179.92,2,5.0599,5.0633,3.0554,3.0547,0.0104,4.356,0.0125,0.1803,2.2321,2.1072,0.0808,1.0811,0.0136,0.3236,92.227,0.0,222.917,230.434,3.61,-0.8791,113.7966,31.5088,31.4983,24.902,24.8932
SKQ202207S,IB0.5,B,2022-04-23T19:07:49,-148.3527,60.2502,184,6,179.89,3,5.0609,5.0627,3.0553,3.0548,0.011,4.358,0.0124,0.1494,2.2309,2.1099,0.0806,1.0814,0.0279,0.3218,92.2697,0.0,222.508,230.607,2.99,-0.881,113.7968,31.5071,31.4998,24.9005,24.8945
SKQ202207S,IB0.5,B,2022-04-23T19:10:00,-148.3527,60.2502,184,6,151.36,4,5.0801,5.0794,3.0515,3.0511,0.011,4.2402,0.0124,1.5029,2.2816,2.1487,0.0802,1.0808,0.0273,0.4315,89.7751,0.0,228.322,235.096,30.06,-0.8863,113.7984,31.4589,31.4552,24.8603,24.8574
SKQ202207S,IB0.5,B,2022-04-23T19:10:09,-148.3527,60.2502,184,6,151.44,5,5.08,5.0794,3.0514,3.051,0.011,4.2475,0.0125,1.5049,2.2838,2.149,0.0803,1.0814,0.0279,0.4245,89.9303,0.0,228.643,235.279,30.1,-0.8844,113.7985,31.4589,31.4548,24.8602,24.8571
SKQ202207S,IB0.5,B,2022-04-23T19:12:27,-148.3527,60.2502,184,6,125.94,6,5.0801,5.0794,3.0495,3.0491,0.011,4.2777,0.0123,2.7693,2.2941,2.1643,0.0802,1.0838,0.0279,0.3963,90.5678,0.0,229.105,236.86,55.39,-0.8866,113.8001,31.4485,31.4445,24.852,24.8489
SKQ202207S,IB0.5,B,2022-04-23T19:12:35,-148.3527,60.2502,184,6,125.94,7,5.08,5.0794,3.0495,3.0491,0.0112,4.2745,0.0124,2.7708,2.294,2.1644,0.0803,1.0834,0.033,0.3992,90.5007,0.0,228.565,236.697,55.42,-0.8851,113.8002,31.4486,31.4446,24.8521,24.849
SKQ202207S,IB0.5,B,2022-04-23T19:14:44,-148.3527,60.2502,184,6,101.27,8,5.0852,5.0849,3.0448,3.0451,0.0116,4.3134,0.0126,3.9875,2.3419,2.2063,0.0807,1.1499,0.0416,0.363,91.324,0.0,234.744,241.682,79.75,-0.8798,113.8017,31.4025,31.4058,24.815,24.8177
SKQ202207S,IB0.5,B,2022-04-23T19:14:52,-148.3527,60.2502,184,6,101.27,9,5.0856,5.0822,3.0451,3.0462,0.0116,4.312,0.0125,3.984,2.3412,2.1972,0.08,1.1355,0.0422,0.3643,91.296,0.0,234.378,240.456,79.68,-0.8885,113.8017,31.405,31.4212,24.817,24.8301
SKQ202207S,IB0.5,B,2022-04-23T19:17:07,-148.3527,60.2502,184,6,75.99,10,5.1179,5.1186,3.0341,3.0341,0.0122,4.3881,0.0139,4.9997,2.4585,2.3067,0.0804,1.0836,0.0554,0.2942,92.9077,0.0004,248.523,255.539,99.99,-0.8841,113.8033,31.2623,31.2612,24.7005,24.6996
SKQ202207S,IB0.5,B,2022-04-23T19:17:16,-148.3527,60.2502,184,6,75.99,11,5.1205,5.1217,3.0343,3.0338,0.0128,4.3905,0.0139,5.0,2.4559,2.31,0.0802,1.1517,0.0692,0.2921,92.9589,0.0003,247.823,255.852,100.0,-0.8863,113.8034,31.2621,31.255,24.7,24.6943
SKQ202207S,IB0.5,B,2022-04-23T19:19:27,-148.3527,60.2502,184,6,50.08,12,4.7779,4.778,2.9923,2.9922,0.0183,4.4223,0.3509,4.7326,2.5348,2.3831,0.0801,1.0826,0.1969,0.2632,93.6328,0.1444,259.731,267.741,94.65,-0.8869,113.8049,31.1145,31.1134,24.6195,24.6186
SKQ202207S,IB0.5,B,2022-04-23T19:19:37,-148.3527,60.2502,184,6,50.09,13,4.7615,4.7697,2.9909,2.9913,0.0178,4.4187,0.3416,4.8816,2.5352,2.3823,0.0799,1.0826,0.1849,0.2665,93.5547,0.1386,259.922,267.422,97.63,-0.8904,113.805,31.1143,31.1115,24.621,24.618
SKQ202207S,IB0.5,B,2022-04-23T19:21:24,-148.3527,60.2502,184,6,40.69,14,4.4893,4.486,2.9594,2.9588,0.0163,4.4211,0.6989,1.5567,2.5974,2.4396,0.0799,1.0832,0.15,0.2644,93.6054,0.4723,269.676,277.927,31.14,-0.8904,113.8063,31.0109,31.0074,24.5668,24.5643
SKQ202207S,IB0.5,B,2022-04-23T19:21:31,-148.3527,60.2502,184,6,40.69,15,4.4877,4.4824,2.9593,2.9587,0.017,4.4251,0.6991,1.6466,2.5973,2.4427,0.0797,1.0833,0.1644,0.2607,93.6919,0.4725,269.655,278.569,32.93,-0.8919,113.8064,31.0114,31.0096,24.5673,24.5664
SKQ202207S,IB0.5,B,2022-04-23T19:23:17,-148.3527,60.2502,184,6,30.6,16,4.139,4.139,2.9142,2.9136,0.0208,4.4223,1.1806,2.0616,2.715,2.5483,0.0801,1.0836,0.2514,0.2633,93.6307,1.6807,287.267,296.023,41.23,-0.8869,113.8076,30.8191,30.8119,24.4488,24.443
SKQ202207S,IB0.5,B,2022-04-23T19:25:02,-148.3527,60.2502,184,6,20.19,17,3.6192,3.6192,2.8453,2.8451,0.0351,4.38,1.7608,2.5803,2.8306,2.6558,0.0802,1.0828,0.5815,0.3017,92.7346,6.737,306.368,316.42,51.61,-0.886,113.8088,30.5029,30.5003,24.2449,24.2429
SKQ202207S,IB0.5,B,2022-04-23T19:25:12,-148.3527,60.2502,184,6,20.19,18,3.6168,3.6811,2.8451,2.8514,0.0337,4.377,1.755,2.5851,2.8288,2.642,0.0801,1.0829,0.5483,0.3044,92.6718,6.6459,306.252,313.34,51.7,-0.8872,113.8089,30.502,30.5165,24.2444,24.2503
SKQ202207S,IB0.5,B,2022-04-23T19:25:23,-148.3527,60.2502,184,6,20.2,19,3.5994,3.864,2.8457,2.8732,0.0329,4.3798,1.7476,2.6079,2.8275,2.6455,0.0802,1.0828,0.5305,0.3019,92.7304,6.5311,306.584,312.308,52.16,-0.8866,113.8091,30.5259,30.6017,24.265,24.3016
SKQ202207S,IB0.5,B,2022-04-23T19:27:09,-148.3527,60.2502,184,6,10.11,20,4.6013,4.6161,2.9015,2.9019,0.2262,4.0065,2.5067,3.0788,3.4041,3.1815,0.0824,1.1497,4.9763,0.6583,84.825,38.091,370.629,382.312,61.58,-0.8589,113.8103,30.2538,30.2447,23.9552,23.9465
SKQ202207S,IB0.5,B,2022-04-23T19:27:17,-148.3527,60.2502,184,6,10.11,21,4.6197,4.6155,2.902,2.9018,0.2283,4.0068,2.5048,3.0811,3.4038,3.1793,0.0828,1.0816,5.025,0.658,84.8324,37.924,372.452,382.48,61.62,-0.8536,113.8104,30.2423,30.2442,23.9443,23.9462
SKQ202207S,IB0.5,B,2022-04-23T19:27:30,-148.3527,60.2502,184,6,10.11,22,4.6289,4.6244,2.9031,2.9024,0.2247,4.005,2.5025,3.0847,3.4086,3.1832,0.0828,1.1487,4.9425,0.6599,84.7923,37.724,372.213,382.626,61.69,-0.8529,113.8105,30.2469,30.2429,23.9469,23.9442
SKQ202207S,IB0.5,B,2022-04-23T19:29:42,-148.3527,60.2502,184,6,1.78,23,2.9001,2.9385,2.7028,2.7076,0.0871,4.0429,3.3489,3.5195,3.029,2.8528,0.0803,1.3197,1.7777,0.6221,85.5971,265.62,341.156,353.359,70.39,-0.8844,113.8121,29.4808,29.5033,23.4896,23.5047
SKQ202207S,IB0.5,B,2022-04-23T19:29:53,-148.3527,60.2502,184,6,1.78,24,2.8125,2.7133,2.6949,2.6856,0.0867,4.0582,3.3494,3.5184,3.0601,2.8598,0.0804,1.2006,1.7679,0.607,85.9206,265.94,344.765,354.982,70.37,-0.8838,113.8122,29.4669,29.4459,23.4851,23.4757
SKQ202207S,IB1,B,2022-04-23T20:33:08,-148.335,60.2417,148,7,150.34,1,5.081,5.0801,3.0502,3.0499,0.012,3.9666,0.0125,0.267,2.2844,2.1562,0.0798,1.0809,0.0514,0.6983,83.9817,0.0,228.057,236.106,5.34,-0.8916,113.8561,31.4448,31.4413,24.849,24.8463
SKQ202207S,IB1,B,2022-04-23T20:33:14,-148.335,60.2417,148,7,150.34,2,5.0808,5.0809,3.0502,3.0499,0.012,3.9716,0.0126,0.2684,2.286,2.1549,0.0798,1.0804,0.0502,0.6933,84.0856,0.0,228.691,236.131,5.37,-0.8913,113.8562,31.4449,31.441,24.8491,24.846
SKQ202207S,IB1,B,2022-04-23T20:33:20,-148.335,60.2417,148,7,150.35,3,5.0806,5.0799,3.0503,3.0499,0.0116,3.9621,0.0125,0.2692,2.2845,2.1586,0.0801,1.1258,0.0422,0.7029,83.8841,0.0,228.778,236.612,5.38,-0.8876,113.8562,31.4455,31.4423,24.8496,24.8471
SKQ202207S,IB1,B,2022-04-23T20:33:26,-148.335,60.2417,148,7,150.34,4,5.0803,5.0802,3.0503,3.0499,0.0115,3.9669,0.0124,0.2674,2.2833,2.1579,0.0798,1.1489,0.0388,0.6981,83.987,0.0,228.463,236.542,5.35,-0.8916,113.8563,31.446,31.4419,24.85,24.8468
SKQ202207S,IB1,B,2022-04-23T20:35:45,-148.335,60.2417,148,7,125.97,5,5.0797,5.0789,3.0488,3.0484,0.0122,4.1532,0.0124,1.4803,2.2965,2.1674,0.08,1.0808,0.0554,0.5144,87.9328,0.0,229.284,236.957,29.61,-0.8888,113.8579,31.4413,31.4371,24.8464,24.8431
SKQ202207S,IB1,B,2022-04-23T20:35:52,-148.335,60.2417,148,7,125.97,6,5.0797,5.0791,3.0488,3.0484,0.0115,4.146,0.0126,1.4794,2.2931,2.1656,0.0801,1.0806,0.0399,0.5213,87.7803,0.0,228.682,237.258,29.59,-0.8872,113.858,31.4413,31.4374,24.8464,24.8433
SKQ202207S,IB1,B,2022-04-23T20:38:34,-148.335,60.2417,148,7,101.03,7,5.0694,5.069,3.0425,3.0423,0.0122,4.1843,0.0124,2.7084,2.3393,2.2117,0.0803,1.0828,0.0554,0.4845,88.5919,0.0,234.407,242.694,54.17,-0.8847,113.8599,31.3907,31.3889,24.8074,24.806
SKQ202207S,IB1,B,2022-04-23T20:38:39,-148.335,60.2417,148,7,101.04,8,5.0695,5.0694,3.0425,3.0422,0.0122,4.1819,0.0125,2.7186,2.3398,2.2094,0.0797,1.1528,0.0554,0.4869,88.5392,0.0,233.878,242.414,54.37,-0.8929,113.8599,31.3909,31.3878,24.8075,24.8051
SKQ202207S,IB1,B,2022-04-23T20:41:10,-148.335,60.2417,148,7,75.67,9,4.9212,4.9415,3.0145,3.0158,0.0159,4.3604,0.0123,3.9555,2.4761,2.3356,0.0802,1.0831,0.1408,0.3196,92.3198,0.0,251.965,260.535,79.11,-0.8863,113.8617,31.2233,31.2183,24.6906,24.6845
SKQ202207S,IB1,B,2022-04-23T20:41:20,-148.335,60.2417,148,7,75.68,10,4.9315,4.9504,3.0158,3.0164,0.0159,4.3603,0.0125,3.9527,2.4795,2.3326,0.0799,1.0832,0.1397,0.3198,92.3177,0.0,252.432,259.933,79.05,-0.8897,113.8618,31.2281,31.2176,24.6934,24.683
SKQ202207S,IB1,B,2022-04-23T20:43:50,-148.335,60.2417,148,7,50.66,11,4.7168,4.7195,2.9885,2.9888,0.0177,4.3923,0.3063,5.0,2.5356,2.3932,0.0801,1.0834,0.1815,0.2905,92.9953,0.1183,260.172,269.68,100.0,-0.8882,113.8635,31.1284,31.1294,24.6368,24.6373
SKQ202207S,IB1,B,2022-04-23T20:43:58,-148.335,60.2417,148,7,50.65,12,4.7261,4.7401,2.9898,2.9915,0.0186,4.3926,0.3114,4.9939,2.5393,2.3877,0.0803,1.1512,0.2027,0.2902,93.0011,0.1211,260.563,268.163,99.88,-0.8844,113.8636,31.1342,31.1409,24.6405,24.6443
SKQ202207S,IB1,B,2022-04-23T20:45:55,-148.335,60.2417,148,7,40.31,13,4.5274,4.5227,2.9655,2.965,0.0213,4.4165,0.6928,4.5101,2.5924,2.4418,0.0801,1.1513,0.2646,0.2685,93.5083,0.464,268.622,278.027,90.2,-0.8882,113.865,31.0456,31.0446,24.5905,24.5901
SKQ202207S,IB1,B,2022-04-23T20:47:56,-148.335,60.2417,148,7,30.04,14,4.3148,4.3083,2.9372,2.9363,0.018,4.4473,1.1879,5.0,2.6463,2.4947,0.0803,1.0829,0.1889,0.2406,94.1621,1.7113,276.628,286.713,100.0,-0.8857,113.8664,30.922,30.918,24.5135,24.511
SKQ202207S,IB1,B,2022-04-23T20:48:02,-148.335,60.2417,148,7,30.04,15,4.3105,4.3094,2.9376,2.9363,0.0171,4.446,1.1894,5.0,2.6407,2.4932,0.0798,1.0828,0.1672,0.2418,94.1342,1.718,275.618,286.628,100.0,-0.8913,113.8664,30.9316,30.9174,24.5215,24.5104
SKQ202207S,IB1,B,2022-04-23T20:49:53,-148.335,60.2417,148,7,20.31,16,3.5312,3.5085,2.8351,2.8337,0.0382,4.3568,1.7796,3.3507,2.8236,2.6543,0.0806,1.1492,0.6527,0.3229,92.2433,7.0411,306.456,317.0,67.01,-0.8819,113.8677,30.4643,30.4689,24.2219,24.2276
SKQ202207S,IB1,B,2022-04-23T20:50:00,-148.335,60.2417,148,7,20.31,17,3.5214,3.5002,2.8335,2.833,0.0415,4.3635,1.7793,1.8178,2.8329,2.653,0.0806,1.1528,0.73,0.3167,92.3869,7.037,308.014,316.837,36.36,-0.8813,113.8678,30.455,30.4691,24.2154,24.2284
SKQ202207S,IB1,B,2022-04-23T20:50:06,-148.335,60.2417,148,7,20.3,18,3.5265,3.5072,2.8341,2.8335,0.0404,4.3593,1.7789,2.8542,2.8349,2.6494,0.0803,1.0822,0.7042,0.3206,92.2982,7.03,308.327,316.45,57.08,-0.8851,113.8679,30.457,30.4681,24.2165,24.227
SKQ202207S,IB1,B,2022-04-23T20:52:46,-148.335,60.2417,148,7,10.25,19,4.6556,4.6543,2.9029,2.9024,0.2138,3.9767,2.5629,1.7792,3.4183,3.2054,0.0825,1.1534,4.692,0.6882,84.1933,43.369,373.056,385.757,35.59,-0.8576,113.8697,30.2203,30.2158,23.9232,23.9198
SKQ202207S,IB1,B,2022-04-23T20:53:03,-148.335,60.2417,148,7,10.24,20,4.6607,4.6562,2.9036,2.9028,0.2265,3.9834,2.5536,2.4753,3.419,3.2087,0.0822,1.0832,4.9849,0.6814,84.3369,42.451,373.693,386.438,49.51,-0.861,113.8699,30.2235,30.2181,23.9252,23.9214
SKQ202207S,IB1,B,2022-04-23T20:53:18,-148.335,60.2417,148,7,10.25,21,4.6593,4.6562,2.9034,2.9028,0.2153,3.9731,2.5441,2.0276,3.42,3.2066,0.0823,1.0834,4.7258,0.6919,84.1179,41.527,373.242,385.566,40.55,-0.8592,113.8701,30.223,30.2187,23.925,23.9219
SKQ202207S,IB1,B,2022-04-23T20:55:59,-148.335,60.2417,148,7,1.8,22,4.4415,4.456,2.8676,2.8687,0.1984,3.8826,3.4177,2.1473,3.3614,3.163,0.0819,1.0831,4.3378,0.784,82.2017,311.24,367.532,382.45,42.95,-0.8648,113.872,30.0126,30.0129,23.7796,23.7784
SKQ202207S,IB1,B,2022-04-23T20:56:09,-148.335,60.2417,148,7,1.8,23,4.4277,4.4198,2.8647,2.8637,0.1871,3.8876,3.4149,2.0881,3.359,3.1643,0.082,1.1496,4.077,0.7788,82.3083,309.23,367.532,382.64,41.76,-0.8635,113.8721,29.9916,29.9876,23.7643,23.7618
SKQ202207S,IB1,B,2022-04-23T20:56:34,-148.335,60.2417,148,7,1.8,24,4.421,4.4339,2.8639,2.8655,0.1761,3.8771,3.4203,2.1744,3.3646,3.1622,0.0819,1.0808,3.8249,0.7897,82.0851,313.12,369.538,382.083,43.49,-0.8654,113.8724,29.9884,29.995,23.7624,23.7663
SKQ202207S,IB2,B,2022-04-23T22:09:57,-148.2338,60.2715,154,8,150.61,1,4.7865,4.7872,3.0083,3.0081,0.0158,4.2654,0.0125,0.1973,2.4882,2.3444,0.0798,1.0819,0.1368,0.4078,90.3081,0.0,256.821,265.022,3.95,-0.8916,113.9233,31.2418,31.2384,24.7195,24.7167
SKQ202207S,IB2,B,2022-04-23T22:10:07,-148.2338,60.2715,154,8,150.61,2,4.7881,4.7874,3.0084,3.0081,0.0166,4.2647,0.0125,0.1997,2.4849,2.3447,0.0795,1.0808,0.1552,0.4084,90.2949,0.0,256.353,265.388,3.99,-0.8944,113.9234,31.2419,31.2388,24.7194,24.717
SKQ202207S,IB2,B,2022-04-23T22:10:18,-148.2338,60.2715,154,8,150.6,3,4.7886,4.7875,3.0085,3.0081,0.0157,4.2465,0.0126,0.1983,2.485,2.3455,0.0798,1.0804,0.1357,0.4255,89.9076,0.0,256.482,265.785,3.97,-0.8913,113.9236,31.2424,31.2386,24.7197,24.7168
SKQ202207S,IB2,B,2022-04-23T22:12:45,-148.2338,60.2715,154,8,126.48,4,4.7159,4.7166,2.9992,2.9991,0.0165,4.341,0.0124,1.4086,2.5165,2.3744,0.0798,1.152,0.1535,0.3374,91.9103,0.0,259.988,269.414,28.17,-0.8916,113.9253,31.2155,31.2134,24.706,24.7043
SKQ202207S,IB2,B,2022-04-23T22:12:53,-148.2338,60.2715,154,8,126.49,5,4.7196,4.7271,2.9996,3.0001,0.0178,4.3559,0.0125,1.4041,2.5165,2.3706,0.0797,1.1513,0.1832,0.3237,92.2259,0.0,260.318,268.804,28.08,-0.8929,113.9254,31.2169,31.2151,24.7067,24.7045
SKQ202207S,IB2,B,2022-04-23T22:14:58,-148.2338,60.2715,154,8,100.95,6,4.5221,4.5149,2.978,2.977,0.0295,4.4128,0.0123,2.6795,2.5885,2.443,0.0799,1.0814,0.4526,0.2719,93.4291,0.0,270.23,279.883,53.59,-0.8894,113.9268,31.1661,31.1613,24.6866,24.6835
SKQ202207S,IB2,B,2022-04-23T22:15:06,-148.2338,60.2715,154,8,100.96,7,4.5039,4.5059,2.9761,2.976,0.0286,4.4226,0.0124,2.6951,2.6019,2.451,0.0797,1.0815,0.4331,0.263,93.637,0.0,272.044,281.853,53.9,-0.8932,113.9269,31.161,31.158,24.6843,24.6818
SKQ202207S,IB2,B,2022-04-23T22:17:11,-148.2338,60.2715,154,8,75.94,8,4.3939,4.3995,2.9617,2.9616,0.0348,4.4507,0.0123,3.9387,2.6527,2.4963,0.0799,1.1512,0.5741,0.2376,94.2328,0.0,278.549,287.811,78.77,-0.8904,113.9284,31.1095,31.104,24.6545,24.6496
SKQ202207S,IB2,B,2022-04-23T22:17:20,-148.2338,60.2715,154,8,75.94,9,4.3689,4.3714,2.9585,2.9583,0.0365,4.4507,0.0125,3.9396,2.6519,2.4966,0.0798,1.083,0.6154,0.2376,94.2318,0.0,278.456,288.572,78.79,-0.891,113.9285,31.0963,31.0919,24.6465,24.6428
