Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],PAR_[umol_photons/m2/sec],Oxygen_[umol/kg],Oxygen2_[umol/kg],OxygenPS_[%_saturation],OxygenPS2_[%_saturation],Altimeter_[m],SUNA,LISST,Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ201915S,PWS2,B,2019-06-30T21:15:42,-147.8043,60.5347,735,4,2.72,18,14.8507,14.9926,3.5718,3.572,0.0256,0.4993,2.7102,3.2905,4.095,4.2089,4.9999,1.1439,0.2782,0.5516,87.1182,4120.0,307.641,307.798,118.461,118.775,100.0,3.4712,1.1439,28.6341,28.5316,21.1013,20.9931
SKQ201915S,PWS2,B,2019-06-30T21:15:53,-147.8043,60.5347,735,4,2.71,19,14.3722,14.1433,3.5688,3.565,0.0266,0.5407,2.7235,3.3079,4.0972,4.2085,4.9988,1.3165,0.3021,0.5495,87.1649,4120.0,313.443,316.567,119.81,120.561,99.98,3.8075,1.3165,28.9618,29.0987,21.4514,21.6031
SKQ201915S,PWS2,B,2019-06-30T21:16:02,-147.8043,60.5347,735,4,2.71,20,14.168,14.1358,3.5658,3.5644,0.0285,0.535,2.7266,3.3038,4.0952,4.2088,4.9988,1.3302,0.3482,0.5514,87.1225,4120.0,314.505,314.324,119.827,119.689,99.98,3.761,1.3302,29.0875,29.0988,21.5895,21.6047
SKQ201915S,PWS2,B,2019-06-30T21:16:11,-147.8043,60.5347,735,4,2.72,21,15.1415,15.0224,3.5752,3.5737,0.0267,0.4356,2.7317,3.3035,4.0807,4.2097,4.9988,1.343,0.3039,0.5656,86.8133,4130.0,310.201,309.998,119.993,119.69,99.98,2.9549,1.343,28.452,28.5257,20.9009,20.9824
SKQ201915S,MID1,B,2019-07-01T18:41:28,-145.5017,60.249,20,5,16.43,1,8.2403,8.2645,3.3458,3.3464,0.0276,1.2003,2.1127,2.5615,1.9722,0.4535,2.3949,1.0732,0.326,3.4756,41.9426,0.366,254.92,256.508,87.288,87.87,47.9,9.1564,1.0732,31.8293,31.8143,24.75,24.7347
SKQ201915S,MID1,B,2019-07-01T18:43:02,-145.5017,60.249,20,5,15.12,2,8.6306,8.6222,3.3718,3.3703,0.0344,1.0906,2.1437,2.5983,2.0976,0.6105,1.4061,1.3432,0.4899,3.2286,44.6125,0.682,257.825,259.037,89.005,89.402,28.12,8.267,1.3432,31.7509,31.743,24.6309,24.626
SKQ201915S,MID1,B,2019-07-01T18:45:14,-145.5017,60.249,20,5,10.03,3,10.5158,10.5371,3.4761,3.473,0.0876,0.5749,2.34,2.8401,3.2525,1.3479,0.5537,1.3424,1.7673,1.481,69.1905,5.35,278.22,277.113,99.668,99.283,11.07,4.0844,1.3425,31.164,31.1151,23.8728,23.8311
SKQ201915S,MID1,B,2019-07-01T18:46:46,-145.5017,60.249,20,5,5.37,4,16.4079,16.4176,2.6527,2.6559,0.058,0.4285,2.4121,2.9218,1.842,2.8364,0.7933,1.3961,1.0568,3.7508,39.1724,175.0,273.974,276.659,102.445,103.485,15.87,2.8971,1.3961,19.8263,19.8476,14.03,14.0443
SKQ201915S,MID1,B,2019-07-01T18:48:46,-145.5017,60.249,20,5,3.67,5,15.1592,15.3889,1.4978,1.7337,0.0409,0.6386,2.3966,2.9096,1.3429,3.3883,0.8691,1.31,0.646,5.0139,28.5524,625.0,294.072,290.847,100.88,101.512,17.38,4.6005,1.31,10.9675,12.7806,7.4964,8.8427
SKQ201915S,MID1,B,2019-07-01T18:48:54,-145.5017,60.249,20,5,3.94,6,15.4943,15.852,1.852,2.1824,0.0434,0.6384,2.3985,2.9041,1.4018,3.3467,0.8618,1.3116,0.7052,4.8449,29.806,569.0,287.492,281.296,101.196,101.486,17.23,4.5995,1.3117,13.6961,16.2353,9.5235,11.3972
SKQ201915S,MID1I,B,2019-07-01T20:28:19,-145.5737,60.175,100,6,96.36,1,6.5619,6.5636,3.2571,3.2564,0.012,2.4352,1.9166,2.3042,2.9112,0.1306,0.2268,1.4037,-0.0484,1.9169,61.9267,0.0,236.068,236.035,78.126,78.113,4.53,19.1717,1.4037,32.3903,32.3817,25.4207,25.4137
SKQ201915S,MID1I,B,2019-07-01T20:30:57,-145.5737,60.175,100,6,75.58,2,6.6159,6.6169,3.2536,3.2531,0.0119,2.3541,1.9873,2.3896,4.1392,0.1379,1.2539,1.1454,-0.0508,0.5087,88.0595,0.0,246.935,245.153,81.776,81.184,25.08,18.5141,1.1454,32.3111,32.3049,25.3513,25.3464
SKQ201915S,MID1I,B,2019-07-01T20:33:29,-145.5737,60.175,100,6,50.44,3,6.8343,6.8296,3.256,3.255,0.0125,2.2398,2.0407,2.4675,4.3521,0.2664,2.5022,1.1454,-0.0352,0.3079,92.5912,0.112,253.663,254.069,84.325,84.446,50.04,17.5867,1.1454,32.1445,32.1374,25.1918,25.1868
SKQ201915S,MID1I,B,2019-07-01T20:36:31,-145.5737,60.175,100,6,10.48,4,12.593,12.5969,3.6102,3.6099,0.044,0.5469,2.4982,3.0249,4.2655,2.7014,4.4823,1.1435,0.7195,0.3884,90.7464,128.0,288.89,287.432,107.802,107.262,89.65,3.8572,1.1435,30.73,30.7242,23.1649,23.1597
SKQ201915S,MID2,B,2019-07-01T22:10:06,-145.6498,60.0997,122,7,22.02,1,10.6645,10.6567,3.4938,3.4925,0.0578,0.5174,2.3113,2.8023,4.4007,1.6608,4.9457,1.0742,1.0497,0.2635,93.6243,11.3,273.204,273.479,98.216,98.294,98.92,3.6178,1.0743,31.208,31.2016,23.8819,23.8782
SKQ201915S,MID2,B,2019-07-01T22:12:00,-145.6498,60.0997,122,7,14.03,2,11.4627,11.4552,3.5109,3.5101,0.0753,0.4742,2.3783,2.8808,4.2746,2.3971,5.0,1.0745,1.4707,0.3798,90.9415,63.4,277.968,277.705,101.282,101.168,100.0,3.2681,1.0745,30.7071,30.7052,23.3539,23.3538
SKQ201915S,MID2,B,2019-07-01T22:13:21,-145.6498,60.0997,122,7,11.06,3,11.6613,11.6576,3.5035,3.5028,0.0636,0.4653,2.4009,2.9188,4.2212,2.6874,5.0,1.0741,1.1902,0.4302,89.8036,124.0,281.103,282.715,102.685,103.262,100.0,3.1954,1.0741,30.473,30.4685,23.1368,23.134
SKQ201915S,MID2,B,2019-07-01T22:14:35,-145.6498,60.0997,122,7,10.16,4,11.8025,11.8004,3.491,3.491,0.0453,0.4477,2.4156,2.9335,4.2054,2.8036,5.0,1.073,0.7518,0.4452,89.4679,162.0,282.743,283.478,103.419,103.684,100.0,3.0531,1.073,30.2369,30.239,22.9284,22.9303
SKQ201915S,MID2,B,2019-07-01T22:14:43,-145.6498,60.0997,122,7,10.01,5,11.7987,11.8013,3.4919,3.4902,0.0486,0.4873,2.4184,2.936,4.2096,2.8207,5.0,1.0725,0.8314,0.4412,89.5575,168.0,283.662,283.922,103.756,103.843,100.0,3.3744,1.0725,30.2492,30.2306,22.9386,22.9237
SKQ201915S,MID2,B,2019-07-01T22:14:52,-145.6498,60.0997,122,7,10.14,6,11.8052,11.8087,3.4916,3.4904,0.0462,0.4947,2.4144,2.9348,4.2053,2.7814,5.0,1.0728,0.7716,0.4452,89.4663,154.0,282.489,283.856,103.335,103.832,100.0,3.4339,1.0728,30.2412,30.2268,22.9312,22.9194
SKQ201915S,MID2,B,2019-07-01T22:16:24,-145.6498,60.0997,122,7,5.51,7,13.1974,12.7551,3.503,3.485,0.0328,0.5599,2.4752,2.3228,4.2123,3.2536,5.0,1.0878,0.4504,0.4387,89.6138,457.0,285.772,202.918,106.864,75.282,100.0,3.9625,1.0878,29.25,29.4245,21.9054,22.1241
SKQ201915S,MID2,B,2019-07-01T22:18:22,-145.6498,60.0997,122,7,5.07,8,14.4372,14.3027,3.5297,3.5737,0.0249,0.4626,1.6882,1.8898,4.2585,3.3181,5.0,1.3804,0.2621,0.395,90.5969,532.0,164.991,154.054,62.975,58.842,100.0,3.1736,1.3804,28.5611,29.0567,21.1297,21.5386
SKQ201915S,MID2,B,2019-07-01T22:18:50,-145.6498,60.0997,122,7,5.22,9,14.7086,14.5778,3.5396,3.5999,0.0266,0.468,1.6168,1.8338,4.2646,3.2764,5.0,1.1414,0.3027,0.3893,90.7268,482.0,154.812,148.563,59.368,57.072,100.0,3.2172,1.1414,28.4504,29.0858,20.9892,21.505
SKQ201915S,MID2,B,2019-07-01T22:19:03,-145.6498,60.0997,122,7,5.28,10,14.6248,14.6045,3.5437,3.6096,0.0272,0.4663,1.5848,1.8187,4.259,3.2813,5.0,1.2439,0.3153,0.3945,90.6085,488.0,150.357,146.763,57.601,56.437,100.0,3.2037,1.2439,28.5479,29.1532,21.0814,21.5514
SKQ201915S,MID2,B,2019-07-01T23:37:18,-145.6498,60.0993,119,8,116.17,1,6.5957,6.5978,3.2675,3.2665,0.012,2.3893,1.9284,2.3327,3.5842,0.1294,0.6232,1.4116,-0.0478,1.0848,76.2469,0.0,237.615,238.518,78.742,79.037,12.46,18.7992,1.4116,32.4639,32.4514,25.4744,25.4643
SKQ201915S,MID2,B,2019-07-01T23:37:27,-145.6498,60.0993,119,8,115.92,2,6.5928,6.5908,3.2685,3.2687,0.0121,2.4825,1.9133,2.3083,3.4108,0.1294,0.2422,1.372,-0.0466,1.2835,72.5588,0.0,235.775,233.463,78.135,77.367,4.84,19.555,1.372,32.4773,32.4817,25.4854,25.489
SKQ201915S,MID2,B,2019-07-01T23:40:35,-145.6498,60.0993,119,8,101.01,3,6.5992,6.6003,3.2594,3.2587,0.0118,2.419,1.9802,2.3866,4.0651,0.1294,0.9898,1.0761,-0.0532,0.5809,86.483,0.0,246.654,246.218,81.692,81.545,19.79,19.0401,1.0761,32.3783,32.3695,25.4065,25.3994
SKQ201915S,MID2,B,2019-07-01T23:43:59,-145.6498,60.0993,119,8,75.3,4,6.6257,6.627,3.2481,3.2476,0.0118,2.2764,2.0505,2.4742,4.3245,0.1446,2.2726,1.1429,-0.0526,0.3334,92.0032,0.0,257.714,257.158,85.321,85.136,45.45,17.8834,1.1429,32.2417,32.2348,25.2954,25.2898
SKQ201915S,MID2,B,2019-07-01T23:46:34,-145.6498,60.0993,119,8,50.49,5,7.189,7.1808,3.2773,3.2761,0.0129,1.9955,2.0903,2.5231,4.3795,0.3245,3.5018,1.1462,-0.0251,0.2828,93.1741,0.18,260.299,259.36,87.173,86.839,70.04,15.6058,1.1462,32.0456,32.0397,25.067,25.0634
SKQ201915S,MID2,B,2019-07-01T23:48:13,-145.6498,60.0993,119,8,39.84,6,7.8785,7.8505,3.3214,3.3192,0.0194,1.6038,2.1548,2.6077,4.4302,0.5889,4.0251,1.1442,0.1293,0.2368,94.2521,0.631,266.087,266.108,90.413,90.365,80.5,12.4284,1.1442,31.8892,31.8914,24.8489,24.8546
SKQ201915S,MID2,B,2019-07-01T23:49:51,-145.6498,60.0993,119,8,29.95,7,8.8344,8.8339,3.3857,3.3849,0.0599,1.1043,2.2602,2.7377,4.2972,1.0469,4.5111,1.074,1.1023,0.3588,91.4204,2.48,276.677,276.645,95.916,95.898,90.22,8.3779,1.074,31.7065,31.6988,24.5655,24.5595
SKQ201915S,MID2,B,2019-07-01T23:49:58,-145.6498,60.0993,119,8,30.1,8,8.839,8.8366,3.386,3.385,0.0619,1.0219,2.2621,2.7411,4.2873,1.0546,4.5109,1.0742,1.1489,0.3681,91.2093,2.53,276.525,276.091,95.872,95.711,90.22,7.7094,1.0742,31.7051,31.6975,24.5637,24.5581
SKQ201915S,MID2,B,2019-07-01T23:51:46,-145.6498,60.0993,119,8,20.0,9,10.8026,10.8159,3.4986,3.499,0.0739,0.7095,2.3171,2.8083,4.3351,1.7762,4.9973,1.0737,1.4372,0.3236,92.2291,14.9,273.375,272.593,98.52,98.261,99.95,5.1763,1.0737,31.1386,31.1313,23.8043,23.7963
SKQ201915S,MID2,B,2019-07-01T23:53:16,-145.6498,60.0993,119,8,14.92,10,11.3503,11.3434,3.5247,3.5224,0.094,0.5722,2.3629,2.8678,4.2613,2.253,4.9511,1.1437,1.9198,0.3924,90.6568,45.3,277.692,278.2,101.104,101.262,99.02,4.0621,1.1437,30.9348,30.918,23.5506,23.5388
SKQ201915S,MID2,B,2019-07-01T23:54:36,-145.6498,60.0993,119,8,9.54,11,11.7395,11.7419,3.5052,3.5043,0.0694,0.4856,2.4084,2.9263,4.1999,2.7901,4.9998,1.0759,1.3301,0.4504,89.3502,157.0,281.843,282.621,103.09,103.372,100.0,3.3601,1.0759,30.4261,30.4151,23.0864,23.0775
SKQ201915S,MID2,B,2019-07-01T23:54:44,-145.6498,60.0993,119,8,9.78,12,11.7381,11.7364,3.5052,3.5046,0.0663,0.512,2.4109,2.9267,4.2034,2.7687,4.9998,1.0754,1.2542,0.447,89.4266,149.0,282.175,282.657,103.21,103.379,100.0,3.5741,1.0754,30.4268,30.4224,23.0872,23.0841
SKQ201915S,MID2,B,2019-07-01T23:56:42,-145.6498,60.0993,119,8,4.49,13,14.8945,14.95,3.507,3.5054,0.0254,0.5075,2.4204,2.9339,4.3417,3.2295,5.0,1.1941,0.274,0.3175,92.3691,432.0,266.728,269.655,102.368,103.567,100.0,3.5377,1.1941,28.026,27.9727,20.6247,20.5722
SKQ201915S,MID2,B,2019-07-01T23:56:50,-145.6498,60.0993,119,8,4.45,14,15.0933,15.1661,3.5041,3.5028,0.0252,0.5032,2.4152,2.9225,4.3506,3.2235,5.0,1.0743,0.2698,0.3093,92.5589,427.0,267.483,267.193,102.951,102.943,100.0,3.503,1.0743,27.8591,27.7959,20.4552,20.3916
SKQ201915S,MID2I,B,2019-07-02T00:54:57,-145.7238,60.0255,98,9,92.72,1,6.6134,6.6141,3.2561,3.2555,0.0122,2.3782,1.965,2.3681,3.3709,0.1318,1.2877,1.4076,-0.0442,1.3302,71.7099,0.0,243.795,243.828,80.744,80.752,25.75,18.7093,1.4076,32.3323,32.325,25.3684,25.3626
SKQ201915S,MID2I,B,2019-07-02T00:59:56,-145.7238,60.0255,98,9,9.96,2,12.0262,12.0407,3.6127,3.6121,0.0728,0.5719,2.4819,3.0236,4.2112,2.7306,4.3724,1.1416,1.412,0.4396,89.5925,137.0,289.14,290.683,106.999,107.588,87.45,4.0603,1.1416,31.2225,31.2039,23.6521,23.635
SKQ201915S,MID3,B,2019-07-02T02:10:58,-145.8012,59.9508,87,10,83.94,1,6.6638,6.6645,3.2485,3.2478,0.0119,2.348,1.9939,2.4087,3.996,0.1343,0.2217,1.0757,-0.0514,0.6495,85.0109,0.0,248.357,248.427,82.274,82.294,4.43,18.4642,1.0758,32.2054,32.198,25.2619,25.2559
SKQ201915S,MID3,B,2019-07-02T02:11:07,-145.8012,59.9508,87,10,83.62,2,6.6635,6.6653,3.2485,3.2479,0.0121,2.38,1.9904,2.4074,3.9884,0.1343,0.2453,1.1396,-0.0466,0.6572,84.8497,0.0,247.81,248.224,82.093,82.228,4.91,18.7242,1.1396,32.2061,32.198,25.2625,25.2559
SKQ201915S,MID3,B,2019-07-02T02:12:54,-145.8012,59.9508,87,10,75.71,3,6.6611,6.662,3.2479,3.2473,0.0119,2.3477,1.9943,2.4093,3.9942,0.1441,0.6297,1.0744,-0.0502,0.6514,84.9727,0.0,248.074,248.574,82.175,82.338,12.6,18.4619,1.0744,32.2061,32.1984,25.2628,25.2566
SKQ201915S,MID3,B,2019-07-02T02:15:23,-145.8012,59.9508,87,10,50.73,4,6.7603,6.7608,3.2425,3.2419,0.0128,2.0665,2.1184,2.5676,4.4935,0.3334,1.8646,1.1201,-0.0281,0.1801,95.599,0.191,267.921,267.559,88.861,88.737,37.29,16.1812,1.1201,32.0657,32.0587,25.1394,25.1338
SKQ201915S,MID3,B,2019-07-02T02:17:08,-145.8012,59.9508,87,10,40.09,5,7.1936,7.198,3.2733,3.2731,0.0167,2.0294,2.1245,2.5701,4.5451,0.5366,2.3966,1.0756,0.0635,0.1344,96.6967,0.519,265.717,264.662,88.969,88.62,47.93,15.8807,1.0757,32.0028,31.996,25.0327,25.0267
SKQ201915S,MID3,B,2019-07-02T02:18:49,-145.8012,59.9508,87,10,30.54,6,8.7328,8.7304,3.405,3.4041,0.0352,1.2415,2.246,2.7214,4.521,0.8092,2.8739,1.1191,0.5096,0.1556,96.1855,1.29,273.989,273.026,94.97,94.627,57.48,9.4902,1.1191,31.9986,31.9912,24.8095,24.804
SKQ201915S,MID3,B,2019-07-02T02:18:57,-145.8012,59.9508,87,10,30.41,7,8.7854,8.7527,3.4098,3.4061,0.0327,1.2373,2.2444,2.717,4.5227,0.8061,2.8775,1.1155,0.4474,0.1541,96.2199,1.27,273.26,272.662,94.83,94.548,57.55,9.4563,1.1155,32.001,31.9919,24.8034,24.8013
SKQ201915S,MID3,B,2019-07-02T02:20:55,-145.8012,59.9508,87,10,20.31,8,10.7927,10.7976,3.5433,3.5435,0.1888,0.7085,2.4156,2.9353,4.1592,1.5714,3.3754,1.1446,4.1941,0.4894,88.4848,9.17,286.992,287.439,103.738,103.909,67.51,5.168,1.1446,31.5892,31.587,24.1567,24.1541
SKQ201915S,MID3,B,2019-07-02T02:21:03,-145.8012,59.9508,87,10,20.27,9,10.7909,10.796,3.5435,3.5433,0.2118,0.6452,2.4124,2.9317,4.1323,1.5665,3.3748,1.1443,4.7473,0.5153,87.9126,9.04,286.515,287.227,103.564,103.828,67.5,4.6543,1.1444,31.5924,31.5859,24.1595,24.1535
SKQ201915S,MID3,B,2019-07-02T02:22:49,-145.8012,59.9508,87,10,9.91,10,12.1362,12.1304,3.6222,3.6205,0.0552,0.5467,2.5246,3.0718,4.2671,2.5368,3.8885,1.078,0.9893,0.3869,90.7798,87.4,295.372,296.657,109.556,110.01,77.77,3.8554,1.078,31.221,31.21,23.6306,23.6232
SKQ201915S,MID3,B,2019-07-02T02:24:32,-145.8012,59.9508,87,10,3.74,11,14.4958,14.4735,3.6361,3.6314,0.0353,0.4636,2.485,3.0084,4.2544,3.0818,4.181,1.0759,0.5114,0.3989,90.5099,308.0,277.514,278.285,106.721,106.951,83.62,3.1821,1.076,29.4737,29.4487,21.8205,21.8058
SKQ201915S,MID3,B,2019-07-02T02:24:50,-145.8012,59.9508,87,10,3.84,12,14.5999,14.5854,3.6307,3.6291,0.0353,0.5311,2.4795,3.0038,4.2633,3.0495,4.2016,1.1438,0.5102,0.3904,90.7013,285.0,276.274,278.399,106.373,107.157,84.03,3.7293,1.1439,29.3461,29.3434,21.7009,21.7018
SKQ201915S,MID3I,B,2019-07-02T04:03:46,-145.8737,59.8737,103,11,99.04,1,6.6159,6.6174,3.2656,3.265,0.012,2.2471,1.9238,2.3156,3.1153,0.1295,0.9367,1.339,-0.0484,1.6458,66.2697,0.0,236.61,236.461,78.427,78.375,18.73,17.6459,1.339,32.4322,32.4238,25.4468,25.44
SKQ201915S,MID4,B,2019-07-02T05:18:18,-145.9532,59.8045,94,12,91.56,1,6.601,6.6023,3.2514,3.2508,0.0119,2.4604,1.9452,2.3449,3.2561,0.13,0.2486,1.3396,-0.0496,1.4689,69.2663,0.0,240.647,241.309,79.656,79.873,4.97,19.3762,1.3396,32.2937,32.2855,25.3396,25.3329
SKQ201915S,MID4,B,2019-07-02T05:18:26,-145.9532,59.8045,94,12,91.81,2,6.6004,6.6017,3.2515,3.2509,0.012,2.4331,1.9451,2.344,3.261,0.1298,0.2392,1.3387,-0.0472,1.4629,69.3703,0.0,240.596,240.218,79.639,79.512,4.78,19.1549,1.3387,32.2952,32.2873,25.3408,25.3345
SKQ201915S,MID4,B,2019-07-02T05:20:54,-145.9532,59.8045,94,12,75.98,3,6.6085,6.61,3.245,3.2445,0.0119,2.4288,2.0053,2.4202,4.1563,0.1331,1.042,1.0739,-0.0514,0.4922,88.4227,0.0,249.963,249.647,82.711,82.605,20.84,19.1197,1.0739,32.2231,32.2165,25.283,25.2776
SKQ201915S,MID4,B,2019-07-02T05:23:49,-145.9532,59.8045,94,12,50.5,4,6.8239,6.8205,3.2528,3.2518,0.0129,2.2472,2.0928,2.5288,4.4979,0.1857,2.3372,1.0789,-0.0263,0.1761,95.6924,0.0325,263.02,262.332,87.397,87.157,46.75,17.6465,1.0789,32.1184,32.1115,25.1726,25.1676
SKQ201915S,MID4,B,2019-07-02T05:25:43,-145.9532,59.8045,94,12,40.49,5,7.5226,7.5352,3.3079,3.3082,0.021,2.0296,2.1447,2.5994,4.5376,0.2379,2.8496,1.1445,0.1682,0.141,96.5371,0.0825,266.627,266.415,89.99,89.939,56.99,15.8819,1.1446,32.0716,32.0636,25.042,25.034
SKQ201915S,MID4,B,2019-07-02T05:27:50,-145.9532,59.8045,94,12,30.44,6,9.2892,9.2989,3.4561,3.4564,0.0528,1.2432,2.2944,2.7851,4.4761,0.3873,3.3606,1.0753,0.9319,0.1956,95.2283,0.264,278.656,278.824,97.802,97.878,67.21,9.5044,1.0753,32.0271,32.0219,24.7459,24.7403
SKQ201915S,MID4,B,2019-07-02T05:27:57,-145.9532,59.8045,94,12,30.24,7,9.3147,9.3062,3.4589,3.4573,0.0515,1.1566,2.2932,2.7856,4.4758,0.3891,3.3657,1.1451,0.9002,0.1959,95.222,0.266,278.062,278.34,97.652,97.726,67.31,8.8023,1.1451,32.0327,32.0242,24.7463,24.741
SKQ201915S,MID4,B,2019-07-02T05:30:08,-145.9532,59.8045,94,12,20.44,8,10.4126,10.4082,3.5419,3.5412,0.114,0.8645,2.3717,2.8848,4.3205,0.7742,3.8606,1.1404,2.3995,0.3371,91.9173,1.16,282.396,283.782,101.477,101.963,77.21,6.4332,1.1404,31.9062,31.9032,24.4683,24.4667
SKQ201915S,MID4,B,2019-07-02T05:30:17,-145.9532,59.8045,94,12,20.34,9,10.4152,10.4158,3.5423,3.5418,0.1057,0.7681,2.3731,2.8833,4.3063,0.7936,3.8649,1.0741,2.1997,0.3503,91.6155,1.23,282.447,283.002,101.502,101.699,77.3,5.6514,1.0741,31.9078,31.9022,24.4691,24.4647
SKQ201915S,MID4,B,2019-07-02T05:31:59,-145.9532,59.8045,94,12,10.01,10,13.0458,13.1593,3.6868,3.6922,0.0442,0.5446,2.5429,3.0916,4.2781,1.6084,4.3847,1.0813,0.7243,0.3767,91.0142,9.99,290.817,289.56,109.811,109.553,87.69,3.8384,1.0813,31.0812,31.0389,23.3501,23.2953
SKQ201915S,MID4,B,2019-07-02T05:33:27,-145.9532,59.8045,94,12,3.32,11,12.0887,12.0449,3.6377,3.6351,0.0537,0.501,2.549,3.0957,4.2591,2.4734,4.7416,1.0735,0.9528,0.3944,90.6112,79.1,298.726,297.93,110.839,110.451,94.83,3.4854,1.0735,31.412,31.4242,23.7876,23.8051
SKQ201915S,MID4,B,2019-07-02T05:33:35,-145.9532,59.8045,94,12,3.73,12,11.8204,11.8255,3.6287,3.6282,0.0561,0.5342,2.5445,3.1011,4.2622,2.1411,4.7193,1.074,1.0114,0.3914,90.6775,35.0,298.677,300.37,110.309,110.939,94.39,3.7542,1.074,31.5524,31.5427,23.9457,23.9373
SKQ201915S,MID5,B,2019-07-02T19:09:46,-146.102,59.649,96,13,26.29,1,7.1989,7.2096,3.281,3.2812,0.0216,2.0067,2.123,2.5723,4.5125,1.7954,3.5029,1.0733,0.1813,0.1631,96.0041,15.6,264.546,264.509,88.643,88.647,70.06,15.6966,1.0734,32.0879,32.0798,25.099,25.0911
SKQ201915S,MID5,B,2019-07-02T19:12:10,-146.102,59.649,96,13,17.29,2,7.8887,8.1891,3.3336,3.3576,0.0868,1.6337,2.1892,2.6759,4.4178,2.2567,3.9582,1.0737,1.7464,0.248,93.9875,45.8,271.218,271.535,92.266,92.987,79.16,12.6717,1.0737,32.0198,32.0008,24.95,24.8919
SKQ201915S,MID5,B,2019-07-02T19:14:29,-146.102,59.649,96,13,12.96,3,9.8474,9.8114,3.4899,3.4884,0.1268,1.0084,2.3953,2.9155,4.2533,2.6124,4.1781,1.1216,2.7062,0.3999,90.4871,104.0,290.678,290.984,103.167,103.207,83.56,7.5997,1.1216,31.8835,31.8994,24.5444,24.5627
SKQ201915S,MID5,B,2019-07-02T19:16:02,-146.102,59.649,96,13,10.04,4,11.9649,11.9733,3.6445,3.6443,0.041,0.5218,2.5885,3.1575,4.2914,2.8815,4.3192,1.0725,0.6489,0.3642,91.2969,194.0,304.671,305.715,112.886,113.286,86.38,3.6539,1.0725,31.5798,31.5709,23.9406,23.9321
SKQ201915S,MID5,B,2019-07-02T19:16:13,-146.102,59.649,96,13,10.24,5,12.0013,12.0001,3.647,3.6462,0.0378,0.5606,2.5899,3.1599,4.3039,2.8704,4.3092,1.1397,0.5694,0.3526,91.563,189.0,304.401,306.288,112.867,113.558,86.18,3.9686,1.1397,31.5732,31.566,23.9287,23.9233
SKQ201915S,MID5,B,2019-07-02T19:16:28,-146.102,59.649,96,13,10.13,6,12.0182,12.0288,3.6482,3.6482,0.0377,0.5884,2.589,3.1575,4.3128,2.8733,4.3209,1.0726,0.567,0.3442,91.754,190.0,304.362,305.381,112.889,113.285,86.42,4.1937,1.0726,31.5699,31.5606,23.923,23.9138
SKQ201915S,MID5,B,2019-07-02T19:17:55,-146.102,59.649,96,13,6.86,7,13.574,13.5917,3.6945,3.6942,0.0328,0.4691,2.5207,3.0712,4.3168,3.1436,4.4801,1.1393,0.4498,0.3405,91.8388,355.0,285.434,288.94,108.679,110.04,89.6,3.2267,1.1393,30.7257,30.7079,22.9718,22.9546
SKQ201915S,MID5,B,2019-07-02T19:19:20,-146.102,59.649,96,13,3.87,8,13.8798,13.8893,3.704,3.7035,0.0292,0.4953,2.5049,3.0444,4.3252,3.4506,4.6229,1.1422,0.3649,0.3327,92.0181,720.0,281.557,283.364,107.753,108.457,92.46,3.4385,1.1422,30.569,30.5576,22.7898,22.779
SKQ201915S,MID5,B,2019-07-02T19:19:26,-146.102,59.649,96,13,3.58,9,13.9055,13.906,3.7048,3.7041,0.0284,0.4814,2.5083,3.0497,4.3229,3.5356,4.6275,1.0739,0.3452,0.3349,91.9687,897.0,282.41,284.568,108.127,108.948,92.55,3.3263,1.0739,30.5566,30.5492,22.7751,22.7693
SKQ201915S,MID5,B,2019-07-02T19:20:58,-146.102,59.649,96,13,3.71,10,13.9759,13.9823,3.7074,3.7068,0.028,0.4593,2.5018,3.0424,4.3153,3.4244,4.6416,1.1419,0.335,0.3419,91.807,679.0,280.436,281.886,107.5,108.062,92.83,3.1465,1.1419,30.5247,30.5141,22.7363,22.7268
SKQ201915S,MID5,B,2019-07-02T19:21:09,-146.102,59.649,96,13,3.98,11,13.9806,13.9595,3.7076,3.7062,0.0265,0.5143,2.5014,3.0427,4.3185,3.4959,4.6261,1.0833,0.2997,0.339,91.8738,867.0,280.113,282.192,107.385,108.139,92.52,3.5929,1.0833,30.5223,30.5267,22.7335,22.7411
SKQ201915S,MID5,B,2019-07-02T20:46:41,-146.0987,59.6502,96,14,92.77,1,6.6368,6.6384,3.2625,3.2619,0.0119,2.3362,1.9703,2.3807,4.0771,0.138,1.256,1.1425,-0.0496,0.5691,86.7391,0.0,244.638,245.182,81.097,81.275,25.12,18.3688,1.1425,32.3815,32.3732,25.4041,25.3974
