Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],PAR_[umol_photons/m2/sec],Oxygen_[umol/kg],Oxygen2_[umol/kg],OxygenPS_[%_saturation],OxygenPS2_[%_saturation],Altimeter_[m],JulianDays_[days],Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ201810S,GAK12,B,2018-05-01T18:13:15,-147.9313,58.2427,2145,72,505.26,3,4.1284,4.127,3.2108,3.2105,0.0125,5,0.68,0.6739,4.6347,0.1245,5.0,1.0805,-0.0346,0.0563,98.6042,0.0,28.947,30.03,9.159,9.502,100.0,121.7555,34.0667,34.0655,27.0305,27.0296
SKQ201810S,GAK12,B,2018-05-01T18:19:08,-147.9313,58.2427,2145,72,252.56,4,5.2324,5.231,3.2793,3.279,0.0117,5,1.0951,1.0986,4.6183,0.1255,5.0,1.1079,-0.055,0.0705,98.2547,0.0,91.338,91.707,29.626,29.745,100.0,121.7595,33.8639,33.8625,26.7478,26.7468
SKQ201810S,GAK12,B,2018-05-01T18:21:53,-147.9313,58.2427,2145,72,202.14,5,5.9299,5.9445,3.3351,3.3361,0.0127,5,1.2198,1.2268,4.6126,0.126,5.0,1.1487,-0.0316,0.0754,98.1337,0.0,107.905,108.122,35.566,35.648,100.0,121.7615,33.823,33.8193,26.6313,26.6266
SKQ201810S,GAK12,B,2018-05-01T18:24:40,-147.9313,58.2427,2145,72,151.23,6,6.5516,6.5531,3.3694,3.3693,0.0126,5,1.3676,1.3785,4.6081,0.127,5.0,1.0864,-0.0322,0.0793,98.0362,0.0,127.489,127.52,42.565,42.576,100.0,121.7634,33.6156,33.6131,26.3882,26.386
SKQ201810S,GAK12,B,2018-05-01T18:26:42,-147.9313,58.2427,2145,72,126.91,7,6.5293,6.5266,3.3453,3.3446,0.014,5,1.5564,1.5692,4.6048,0.1279,5.0,1.1468,0.0001,0.0821,97.9683,0.0,154.853,154.584,51.585,51.49,100.0,121.7648,33.3815,33.3763,26.2065,26.2027
SKQ201810S,GAK12,B,2018-05-01T18:28:59,-147.9313,58.2427,2145,72,100.76,8,6.0622,6.0587,3.2689,3.2683,0.0158,5,1.9021,1.9256,4.5906,0.1295,5.0,1.0799,0.042,0.0945,97.6645,0.0,208.734,207.877,68.592,68.303,100.0,121.7664,32.9989,32.9965,25.9639,25.9624
SKQ201810S,GAK12,B,2018-05-01T18:30:56,-147.9313,58.2427,2145,72,75.65,9,5.4453,5.4437,3.1814,3.1811,0.0278,5,2.3538,2.3856,4.5743,0.1481,5.0,1.0803,0.3326,0.1088,97.3177,0.0003,280.417,278.528,90.574,89.959,100.0,121.7677,32.6255,32.6229,25.7427,25.7408
SKQ201810S,GAK12,B,2018-05-01T18:33:02,-147.9313,58.2427,2145,72,50.79,10,5.5938,5.5958,3.1825,3.1827,0.112,5,2.5012,2.5425,4.4496,0.2549,5.0,1.0813,2.3516,0.2194,94.6636,0.1,300.132,299.36,97.195,96.949,100.0,121.7692,32.5062,32.5059,25.631,25.6306
SKQ201810S,GAK12,B,2018-05-01T18:34:32,-147.9313,58.2427,2145,72,40.92,11,5.7542,5.7543,3.1896,3.1895,0.2139,5,2.5979,2.638,4.3028,0.4448,5.0,1.0788,4.7988,0.3536,91.5392,0.352,312.573,311.455,101.553,101.189,100.0,121.7702,32.4367,32.4351,25.5571,25.5558
SKQ201810S,GAK12,B,2018-05-01T18:36:13,-147.9313,58.2427,2145,72,30.07,12,5.9347,5.9339,3.2019,3.2017,0.2394,5,2.7057,2.7453,4.3345,0.9839,5.0,1.0823,5.4106,0.3241,92.2164,2.1,327.041,325.212,106.68,106.081,100.0,121.7714,32.407,32.4057,25.512,25.5111
SKQ201810S,GAK12,B,2018-05-01T18:37:41,-147.9313,58.2427,2145,72,19.92,13,6.0863,6.0856,3.208,3.2078,0.2637,5,2.7679,2.8118,4.272,1.6691,5.0,1.079,5.9919,0.3823,90.8843,11.6,335.032,332.916,109.616,108.921,100.0,121.7724,32.3349,32.3336,25.4366,25.4357
SKQ201810S,GAK12,B,2018-05-01T18:39:00,-147.9313,58.2427,2145,72,9.83,14,6.1148,6.1136,3.2094,3.2092,0.1818,5,2.7765,2.8169,4.2821,2.5943,5.0,1.0807,4.0279,0.3729,91.099,99.9,336.408,333.082,110.133,109.041,100.0,121.7733,32.3279,32.3268,25.4276,25.4269
SKQ201810S,GAK12,B,2018-05-01T18:40:33,-147.9313,58.2427,2145,72,3.22,15,6.1088,6.1078,3.2086,3.2084,0.095,5,2.7813,2.8208,4.2783,3.1307,5.0,1.1196,1.9455,0.3764,91.0185,345.0,336.375,333.536,110.108,109.175,100.0,121.7744,32.3285,32.3273,25.4288,25.428
SKQ201810S,GAK12,B,2018-05-01T18:40:47,-147.9313,58.2427,2145,72,3.16,16,6.1037,6.1027,3.2082,3.208,0.1057,5,2.7814,2.8191,4.2656,3.1401,5.0,1.082,2.2021,0.3883,90.7491,352.0,336.269,333.194,110.06,109.05,100.0,121.7746,32.3285,32.3273,25.4294,25.4286
SKQ201810S,GAK10,B,2018-05-02T00:59:17,-148.2092,58.542,1456,75,1012.04,1,3.0855,3.0837,3.1652,3.165,0.0116,5,0.5837,0.5744,4.6666,0.1239,5.0,1.1294,-0.0579,0.0288,99.2839,0.0,14.33,15.425,4.43,4.769,100.0,122.0375,34.3498,34.3492,27.3582,27.3579
SKQ201810S,GAK10,B,2018-05-02T01:05:24,-148.2092,58.542,1456,75,758.8,2,3.5638,3.5619,3.1873,3.1871,0.0119,5,0.5882,0.5798,4.6646,0.1234,5.0,1.0803,-0.0514,0.0305,99.2404,0.0,14.579,15.759,4.556,4.925,100.0,122.0418,34.2438,34.2435,27.2284,27.2283
SKQ201810S,GAK10,B,2018-05-02T01:10:55,-148.2092,58.542,1456,75,505.38,3,4.171,4.1681,3.2127,3.2124,0.0118,5,0.7035,0.6983,4.6521,0.1245,5.0,1.0803,-0.0538,0.0412,98.9737,0.0,32.663,33.834,10.344,10.714,100.0,122.0456,34.0458,34.0452,27.0094,27.0093
SKQ201810S,GAK10,B,2018-05-02T01:16:18,-148.2092,58.542,1456,75,253.16,4,5.2714,5.2701,3.2835,3.2833,0.0124,5,1.0766,1.0812,4.6438,0.1253,5.0,1.1529,-0.037,0.0484,98.7977,0.0,88.362,88.963,28.689,28.883,100.0,122.0493,33.8727,33.8716,26.7502,26.7495
SKQ201810S,GAK10,B,2018-05-02T01:18:10,-148.2092,58.542,1456,75,201.14,5,5.7323,5.7288,3.3134,3.3131,0.0127,5,1.1889,1.1976,4.5519,0.1258,5.0,1.0819,-0.031,0.1284,96.8415,0.0,103.971,104.456,34.1,34.256,100.0,122.0506,33.7763,33.7762,26.6188,26.6191
SKQ201810S,GAK10,B,2018-05-02T01:19:50,-148.2092,58.542,1456,75,151.56,6,6.345,6.3542,3.3574,3.3583,0.0146,5,1.3512,1.3643,4.6186,0.127,5.0,1.151,0.0144,0.0702,98.2605,0.0,124.96,125.363,41.543,41.686,100.0,122.0518,33.685,33.6859,26.4698,26.4693
SKQ201810S,GAK10,B,2018-05-02T01:21:10,-148.2092,58.542,1456,75,120.82,7,6.3746,6.3754,3.3158,3.3159,0.0149,5,1.6995,1.7185,4.6103,0.1325,5.0,1.0816,0.0204,0.0774,98.0839,0.0,176.789,176.483,58.608,58.508,100.0,122.0527,33.2086,33.2091,26.0901,26.0903
SKQ201810S,GAK10,B,2018-05-02T01:22:39,-148.2092,58.542,1456,75,100.81,8,6.0371,6.0352,3.2608,3.2605,0.0178,5,1.962,1.9949,4.6144,0.1465,5.0,1.0804,0.0904,0.0738,98.1714,0.0,217.423,217.969,71.37,71.546,100.0,122.0538,32.9333,32.932,25.9152,25.9144
SKQ201810S,GAK10,B,2018-05-02T01:24:12,-148.2092,58.542,1456,75,75.68,9,5.4866,5.4868,3.1833,3.1833,0.0313,5,2.3576,2.3949,4.5979,0.219,5.0,1.0816,0.4151,0.0881,97.8219,0.0637,280.236,279.195,90.59,90.255,100.0,122.0548,32.6062,32.6069,25.7227,25.7231
SKQ201810S,GAK10,B,2018-05-02T01:25:31,-148.2092,58.542,1456,75,61.15,10,5.7234,5.7203,3.1911,3.1909,0.0899,5,2.5067,2.5492,4.4918,0.3837,5.0,1.1225,1.8223,0.1815,95.563,0.258,299.4,299.201,97.23,97.158,100.0,122.0558,32.4735,32.4735,25.5899,25.5902
SKQ201810S,GAK10,B,2018-05-02T01:27:05,-148.2092,58.542,1456,75,50.07,11,5.8183,5.8174,3.1966,3.1964,0.0817,5,2.5728,2.6136,4.5106,0.6912,5.0,1.0785,1.6244,0.1649,95.9628,0.895,309.067,307.475,100.574,100.053,100.0,122.0568,32.4487,32.4478,25.5589,25.5584
SKQ201810S,GAK10,B,2018-05-02T01:28:26,-148.2092,58.542,1456,75,40.32,12,5.8135,5.8131,3.1943,3.1942,0.0968,5,2.547,2.5855,4.4959,0.9528,5.0,1.0801,1.9886,0.1779,95.6504,1.93,305.515,303.308,99.396,98.676,100.0,122.0578,32.433,32.4318,25.5471,25.5462
SKQ201810S,GAK10,B,2018-05-02T01:31:13,-148.2092,58.542,1456,75,30.7,13,5.9762,5.9869,3.2034,3.2041,0.1449,5,2.6248,2.6645,4.3652,1.4056,5.0,1.1492,3.1422,0.297,92.8691,6.13,314.37,313.12,102.629,102.244,100.0,122.0597,32.3834,32.3807,25.4884,25.4849
SKQ201810S,GAK10,B,2018-05-02T01:33:32,-148.2092,58.542,1456,75,19.86,14,6.034,6.0304,3.207,3.2066,0.1356,5,2.6477,2.6751,4.3919,2.0915,5.0,1.0816,2.9185,0.2715,93.4371,31.1,317.722,313.619,103.855,102.505,100.0,122.0613,32.3734,32.3731,25.4734,25.4737
SKQ201810S,GAK10,B,2018-05-02T01:35:14,-148.2092,58.542,1456,75,10.07,15,6.1158,6.1135,3.2127,3.2125,0.0893,5,2.6823,2.7086,4.3902,2.3321,5.0,1.0801,1.8068,0.2731,93.3994,54.4,321.112,317.445,105.157,103.949,100.0,122.0625,32.3643,32.3634,25.4562,25.4558
SKQ201810S,GAK10,B,2018-05-02T01:36:31,-148.2092,58.542,1456,75,4.0,16,6.1147,6.1136,3.2124,3.2122,0.0694,5,2.6868,2.7125,4.3824,3.2967,4.5077,1.1504,1.3283,0.2802,93.2356,536.0,322.066,317.538,105.466,103.98,90.15,122.0634,32.3642,32.3633,25.4562,25.4557
SKQ201810S,GAK11,B,2018-05-02T08:56:53,-148.1027,58.3803,1636,76,1012.62,1,3.1451,3.1434,3.1694,3.1692,0.0119,5,0.5858,0.5764,4.6769,0.1241,5.0,1.0798,-0.0508,0.02,99.5024,0.0,14.632,15.739,4.53,4.872,100.0,122.3681,34.3379,34.3371,27.3433,27.3427
SKQ201810S,GAK11,B,2018-05-02T09:02:47,-148.1027,58.3803,1636,76,758.3,2,3.6128,3.6111,3.1898,3.1896,0.0117,5,0.5958,0.5873,4.6741,0.1244,5.0,1.0813,-0.0544,0.0224,99.442,0.0,15.843,16.936,4.957,5.298,100.0,122.3722,34.2233,34.2224,27.2072,27.2066
SKQ201810S,GAK11,B,2018-05-02T09:08:33,-148.1027,58.3803,1636,76,505.22,3,4.0885,4.0869,3.2075,3.2073,0.0119,5,0.6769,0.6714,4.6631,0.1245,5.0,1.1033,-0.0502,0.0318,99.2076,0.0,28.454,29.629,8.995,9.366,100.0,122.3763,34.0698,34.0686,27.0371,27.0363
SKQ201810S,GAK11,B,2018-05-02T09:14:33,-148.1027,58.3803,1636,76,253.54,4,5.2332,5.2274,3.2799,3.2792,0.0123,5,1.0799,1.0804,4.6476,0.1255,5.0,1.0951,-0.0406,0.0451,98.8788,0.0,89.131,89.038,28.912,28.878,100.0,122.3804,33.8699,33.8675,26.7524,26.7512
SKQ201810S,GAK11,B,2018-05-02T09:17:25,-148.1027,58.3803,1636,76,202.67,5,5.8937,5.8918,3.333,3.3327,0.0123,5,1.2149,1.2201,4.6379,0.1258,5.0,1.0823,-0.0406,0.0535,98.672,0.0,107.286,107.36,35.335,35.357,100.0,122.3824,33.8347,33.8337,26.6451,26.6445
SKQ201810S,GAK11,B,2018-05-02T09:19:17,-148.1027,58.3803,1636,76,151.95,6,6.477,6.4764,3.3695,3.3693,0.014,5,1.3436,1.3513,4.6359,0.1263,5.0,1.1495,0.0001,0.0552,98.6301,0.0,124.022,123.814,41.358,41.288,100.0,122.3837,33.6896,33.6882,26.4563,26.4552
SKQ201810S,GAK11,B,2018-05-02T09:20:47,-148.1027,58.3803,1636,76,126.09,7,6.5349,6.5332,3.355,3.3549,0.0151,5,1.4973,1.5073,4.6285,0.127,5.0,1.0804,0.027,0.0616,98.4721,0.0,146.377,145.617,48.805,48.55,100.0,122.3847,33.4847,33.4844,26.2871,26.2871
SKQ201810S,GAK11,B,2018-05-02T09:22:17,-148.1027,58.3803,1636,76,99.54,8,6.0118,6.0189,3.2657,3.2666,0.0193,5,1.9198,1.9328,4.6246,0.127,5.0,1.0797,0.1263,0.065,98.3888,0.0,210.376,207.359,69.057,68.08,100.0,122.3858,33.013,33.0164,25.9812,25.983
SKQ201810S,GAK11,B,2018-05-02T09:23:58,-148.1027,58.3803,1636,76,76.43,9,5.5013,5.5004,3.1897,3.1896,0.0389,5,2.2974,2.324,4.5854,0.127,5.0,1.0825,0.5963,0.099,97.5552,0.0,270.997,269.415,87.672,87.158,100.0,122.387,32.6641,32.6644,25.7667,25.767
SKQ201810S,GAK11,B,2018-05-02T09:25:33,-148.1027,58.3803,1636,76,60.42,10,5.5352,5.5337,3.1847,3.1845,0.0488,5,2.3752,2.4,4.5618,0.127,5.0,1.1497,0.8356,0.1196,97.0525,0.0,281.807,279.371,91.187,90.395,100.0,122.3881,32.5825,32.5819,25.6982,25.6979
SKQ201810S,GAK11,B,2018-05-02T09:26:51,-148.1027,58.3803,1636,76,50.0,11,5.8488,5.8485,3.1987,3.1986,0.0894,5,2.5595,2.5869,4.4827,0.1269,5.0,1.0807,1.8086,0.1896,95.3699,0.0,306.659,303.47,99.858,98.818,100.0,122.389,32.4437,32.4423,25.5513,25.5503
SKQ201810S,GAK11,B,2018-05-02T09:28:15,-148.1027,58.3803,1636,76,40.28,12,5.9449,5.9431,3.2046,3.2044,0.0918,5,2.6303,2.6533,4.5015,0.127,5.0,1.0814,1.8666,0.1729,95.7687,0.0,316.864,312.452,103.397,101.952,100.0,122.3899,32.4221,32.4212,25.5227,25.5222
SKQ201810S,GAK11,B,2018-05-02T09:29:25,-148.1027,58.3803,1636,76,29.7,13,5.9793,5.9785,3.2062,3.2061,0.1244,5,2.6609,2.6875,4.473,0.1281,5.0,1.1495,2.65,0.1984,95.1621,0.0,319.551,316.281,104.35,103.279,100.0,122.3907,32.4127,32.4114,25.5111,25.5102
SKQ201810S,GAK11,B,2018-05-02T09:30:44,-148.1027,58.3803,1636,76,20.02,14,5.9741,5.9754,3.1938,3.194,0.1362,5,2.7201,2.7453,4.397,0.1335,5.0,1.203,2.9323,0.2669,93.5452,0.0,329.69,324.89,107.545,105.983,100.0,122.3916,32.2831,32.2837,25.4094,25.4097
SKQ201810S,GAK11,B,2018-05-02T09:32:04,-148.1027,58.3803,1636,76,9.35,15,5.9507,5.9518,3.1889,3.1889,0.1499,5,2.7325,2.7535,4.3852,0.211,5.0,1.149,3.2618,0.2776,93.2944,0.0559,331.076,325.443,107.916,106.082,100.0,122.3926,32.256,32.255,25.3908,25.3899
SKQ201810S,GAK11,B,2018-05-02T09:33:23,-148.1027,58.3803,1636,76,3.54,16,5.9437,5.9422,3.1879,3.1877,0.1235,5,2.7306,2.7592,4.3614,0.5664,5.0,1.1326,2.6285,0.2995,92.7864,0.584,330.468,326.0,107.699,106.238,100.0,122.3935,32.2541,32.2532,25.3901,25.3896
SKQ201810S,GAK11,B,2018-05-02T09:33:32,-148.1027,58.3803,1636,76,3.15,17,5.9434,5.9423,3.1878,3.1876,0.124,5,2.726,2.7581,4.3456,0.7722,5.0,1.0802,2.6416,0.314,92.4518,1.18,329.557,326.013,107.401,106.242,100.0,122.3936,32.2535,32.2522,25.3897,25.3889
SKQ201810S,GAK9,B,2018-05-02T15:42:09,-148.3467,58.6782,277,77,275.84,1,4.9124,4.9107,3.2551,3.2549,0.0127,5,0.9878,0.9803,4.5302,0.127,0.5912,1.1498,-0.0316,0.1475,96.3796,0.0,75.291,74.441,24.243,23.969,11.82,122.6496,33.8986,33.8979,26.8119,26.8117
SKQ201810S,GAK9,B,2018-05-02T15:45:16,-148.3467,58.6782,277,77,252.55,2,4.99,4.9878,3.26,3.2597,0.014,5,1.0045,0.9999,4.4607,0.126,1.3406,1.0898,-0.0005,0.2093,94.9022,0.0,77.542,77.284,25.012,24.927,26.81,122.6518,33.888,33.8872,26.7948,26.7944
SKQ201810S,GAK9,B,2018-05-02T15:48:13,-148.3467,58.6782,277,77,202.18,3,6.019,6.0174,3.33,3.3298,0.0129,5,1.3051,1.3027,4.4843,0.127,3.8952,1.1512,-0.0269,0.1882,95.4039,0.0,120.384,118.932,39.718,39.237,77.9,122.6539,33.677,33.676,26.5049,26.5043
SKQ201810S,GAK9,B,2018-05-02T15:50:51,-148.3467,58.6782,277,77,151.26,4,6.4052,6.4036,3.3504,3.3503,0.0133,5,1.4416,1.4418,4.6064,0.1276,0.9908,1.0804,-0.0173,0.0807,98.0022,0.0,138.379,136.839,46.022,45.508,19.82,122.6557,33.5487,33.5483,26.3545,26.3543
SKQ201810S,GAK9,B,2018-05-02T15:52:48,-148.3467,58.6782,277,77,125.49,5,6.1432,6.1437,3.2805,3.2806,0.0163,5,1.8796,1.8874,4.6267,0.13,2.3221,1.1242,0.0558,0.0631,98.4344,0.0,205.335,202.265,67.622,66.612,46.44,122.657,33.0387,33.0386,25.9852,25.9851
SKQ201810S,GAK9,B,2018-05-02T15:54:41,-148.3467,58.6782,277,77,101.51,6,5.3071,5.3065,3.1729,3.1728,0.0192,5,2.37,2.3802,4.6219,0.138,3.5133,1.0826,0.1251,0.0673,98.331,0.0,284.159,278.942,91.501,89.819,70.27,122.6583,32.6504,32.6495,25.7783,25.7777
SKQ201810S,GAK9,B,2018-05-02T15:56:58,-148.3467,58.6782,277,77,75.28,7,5.5577,5.5565,3.1878,3.1877,0.0201,5,2.3319,2.3424,4.6168,0.1813,4.8538,1.0792,0.1467,0.0717,98.2228,0.0285,275.817,270.926,89.3,87.714,97.08,122.6599,32.5893,32.5887,25.701,25.7007
SKQ201810S,GAK9,B,2018-05-02T15:58:42,-148.3467,58.6782,277,77,49.73,8,5.7408,5.7423,3.1901,3.1901,0.0938,5,2.5474,2.5621,4.5042,0.4957,4.9332,1.1487,1.9156,0.1706,95.826,0.44,306.211,301.682,99.465,97.997,98.66,122.6611,32.4505,32.4489,25.5696,25.5682
SKQ201810S,GAK9,B,2018-05-02T15:58:49,-148.3467,58.6782,277,77,50.39,9,5.7341,5.7271,3.1896,3.1891,0.0829,5,2.5424,2.556,4.5101,0.4595,5.0,1.1488,1.6531,0.1653,95.9532,0.376,304.303,299.479,98.831,97.249,100.0,122.6612,32.4516,32.4524,25.5713,25.5728
SKQ201810S,GAK9,B,2018-05-02T16:00:15,-148.3467,58.6782,277,77,39.61,10,6.0724,6.0709,3.2117,3.2115,0.1043,5,2.6571,2.6747,4.4677,0.8384,5.0,1.08,2.168,0.2031,95.0496,1.4,319.429,314.11,104.512,102.767,100.0,122.6622,32.38,32.379,25.4739,25.4733
SKQ201810S,GAK9,B,2018-05-02T16:00:24,-148.3467,58.6782,277,77,39.47,11,6.0751,6.0732,3.2118,3.2116,0.1201,5,2.6569,2.6761,4.4716,0.8417,4.8842,1.0786,2.5472,0.1996,95.1334,1.41,319.417,314.478,104.513,102.892,97.68,122.6623,32.3781,32.3778,25.4721,25.4721
SKQ201810S,GAK9,B,2018-05-02T16:02:21,-148.3467,58.6782,277,77,29.69,12,6.0979,6.0961,3.2105,3.2102,0.114,5,2.6533,2.6755,4.4604,1.3176,5.0,1.0783,2.4,0.2097,94.8938,4.94,318.2,313.581,104.146,102.629,100.0,122.6637,32.3465,32.3457,25.4444,25.4439
SKQ201810S,GAK9,B,2018-05-02T16:02:29,-148.3467,58.6782,277,77,30.1,13,6.0989,6.0974,3.2106,3.2104,0.1038,5,2.6578,2.6736,4.467,1.2541,5.0,1.1247,2.1548,0.2037,95.0353,4.22,319.44,313.455,104.554,102.591,100.0,122.6638,32.3468,32.3459,25.4445,25.444
SKQ201810S,GAK9,B,2018-05-02T16:03:52,-148.3467,58.6782,277,77,19.72,14,6.099,6.0981,3.2101,3.21,0.1072,5,2.6522,2.6793,4.4608,1.8707,4.9724,1.0816,2.2368,0.2093,94.9022,18.6,317.421,314.029,103.893,102.781,99.45,122.6647,32.3465,32.3458,25.4442,25.4438
SKQ201810S,GAK9,B,2018-05-02T16:04:00,-148.3467,58.6782,277,77,19.8,15,6.0988,6.0976,3.2101,3.21,0.1188,5,2.6521,2.6795,4.4621,1.8801,5.0,1.0822,2.5142,0.2081,94.9308,19.0,317.509,314.054,103.922,102.788,100.0,122.6648,32.3468,32.3461,25.4445,25.4441
SKQ201810S,GAK9,B,2018-05-02T16:05:23,-148.3467,58.6782,277,77,10.01,16,6.0951,6.0936,3.2091,3.2089,0.0929,5,2.6544,2.679,4.4599,2.6175,5.0,1.0794,1.8935,0.2101,94.8842,105.0,317.826,313.096,104.014,102.462,100.0,122.6658,32.3437,32.3429,25.4425,25.442
SKQ201810S,GAK9,B,2018-05-02T16:05:34,-148.3467,58.6782,277,77,10.06,17,6.0954,6.094,3.2091,3.2089,0.0844,5,2.6517,2.6828,4.468,2.5723,4.9091,1.0798,1.6902,0.2028,95.0566,95.0,317.145,313.869,103.792,102.716,98.18,122.6659,32.3437,32.3429,25.4425,25.442
SKQ201810S,GAK9,B,2018-05-02T16:05:43,-148.3467,58.6782,277,77,10.53,18,6.0953,6.094,3.2091,3.209,0.0889,5,2.6502,2.6771,4.4628,2.5056,5.0,1.0802,1.7972,0.2075,94.9457,81.4,316.786,313.145,103.674,102.479,100.0,122.666,32.3436,32.3428,25.4424,25.4419
SKQ201810S,GAK9,B,2018-05-02T16:07:17,-148.3467,58.6782,277,77,4.45,19,6.0966,6.095,3.209,3.2088,0.0546,5,2.654,2.6801,4.4675,3.0986,5.0,1.0822,0.9737,0.2032,95.046,320.0,317.332,313.441,103.856,102.579,100.0,122.6671,32.3435,32.3429,25.4422,25.4418
SKQ201810S,GAK9,B,2018-05-02T16:07:25,-148.3467,58.6782,277,77,5.0,20,6.0966,6.095,3.209,3.2088,0.0633,5,2.6501,2.6814,4.4548,3.0161,5.0,1.0821,1.183,0.2147,94.7749,265.0,316.807,313.722,103.685,102.67,100.0,122.6672,32.3436,32.3428,25.4423,25.4418
SKQ201810S,GAK9,B,2018-05-02T17:27:45,-148.3475,58.6772,277,78,28.16,1,6.104,6.1014,3.2105,3.2103,0.0939,5,2.6572,2.6773,4.4489,1.381,4.7484,1.079,1.918,0.22,94.6487,5.77,318.572,313.828,104.279,102.72,94.97,122.7245,32.3418,32.3418,25.4399,25.4402
SKQ201810S,GAK9,B,2018-05-02T17:29:12,-148.3475,58.6772,277,78,22.51,2,6.1092,6.1076,3.2104,3.2102,0.0988,5,2.6582,2.6805,4.4523,1.5788,5.0,1.0816,2.0352,0.2169,94.723,9.31,318.566,313.642,104.286,102.671,100.0,122.7255,32.3381,32.3374,25.4363,25.436
SKQ201810S,GAK9,B,2018-05-02T17:31:33,-148.3475,58.6772,277,78,11.15,3,6.1222,6.1208,3.2105,3.2107,0.0882,5,2.6609,2.6825,4.4479,2.1414,5.0,1.089,1.7805,0.2209,94.6286,35.0,318.373,313.628,104.251,102.696,100.0,122.7272,32.3325,32.3362,25.4303,25.4334
SKQ201810S,GAK9,B,2018-05-02T17:32:52,-148.3475,58.6772,277,78,6.5,4,6.1205,6.119,3.2106,3.2104,0.0557,5,2.6566,2.6847,4.4454,2.4534,4.9997,1.0812,1.0018,0.2231,94.5761,72.4,317.188,313.995,103.862,102.812,99.99,122.7281,32.3373,32.3365,25.4343,25.4339
SKQ201810S,GAK9,B,2018-05-02T17:34:34,-148.3475,58.6772,277,78,3.72,5,6.1227,6.1209,3.2106,3.2104,0.0394,5,2.6605,2.6832,4.4437,2.6728,4.7695,1.1519,0.6095,0.2247,94.539,120.0,317.736,313.084,104.047,102.519,95.39,122.7293,32.3376,32.3367,25.4343,25.4338
SKQ201810S,GAK8,B,2018-05-02T20:20:32,-148.49,58.8068,277,79,287.51,1,5.4814,5.4815,3.3023,3.3022,0.0139,5,1.1162,1.1087,4.3603,0.127,0.2749,1.0865,-0.0023,0.3005,92.7636,0.0,93.861,92.623,30.622,30.218,5.5,122.8438,33.8578,33.8566,26.7135,26.7126
SKQ201810S,GAK8,B,2018-05-02T20:22:54,-148.49,58.8068,277,79,254.01,2,5.929,5.9236,3.3338,3.3334,0.0134,5,1.2312,1.2241,4.4932,0.127,1.9239,1.0817,-0.0149,0.1803,95.5927,0.0,109.463,107.834,36.068,35.527,38.48,122.8455,33.7836,33.7836,26.6003,26.601
SKQ201810S,GAK8,B,2018-05-02T20:24:46,-148.49,58.8068,277,79,203.0,3,6.2223,6.2209,3.3286,3.3284,0.0125,5,1.4954,1.4902,4.583,0.1271,4.4489,1.0789,-0.0346,0.1011,97.5038,0.0,148.543,145.8,49.162,48.252,88.98,122.8467,33.4598,33.4594,26.3077,26.3075
SKQ201810S,GAK8,B,2018-05-02T20:27:39,-148.49,58.8068,277,79,150.64,4,5.6781,5.6726,3.2128,3.2122,0.014,5,2.0803,2.0793,4.5509,0.1282,4.8042,1.0791,-0.0005,0.1292,96.8208,0.0,239.113,234.051,77.71,76.055,96.08,122.8488,32.7178,32.7164,25.7883,25.7879
SKQ201810S,GAK8,B,2018-05-02T20:29:33,-148.49,58.8068,277,79,126.28,5,5.7166,5.7124,3.2044,3.2037,0.0189,5,2.2065,2.2079,4.5463,0.1318,3.5967,1.081,0.1191,0.1333,96.7222,0.0,256.945,251.722,83.507,81.798,71.93,122.8501,32.5978,32.5935,25.6889,25.686
SKQ201810S,GAK8,B,2018-05-02T20:31:12,-148.49,58.8068,277,79,101.16,6,5.491,5.4895,3.1736,3.1733,0.0173,5,2.2887,2.289,4.5434,0.1551,4.9984,1.0815,0.0797,0.1359,96.6601,0.0059,270.924,265.162,87.507,85.642,99.97,122.8512,32.4793,32.4784,25.6218,25.6212
SKQ201810S,GAK8,B,2018-05-02T20:33:13,-148.49,58.8068,277,79,76.23,7,5.6052,5.6017,3.1766,3.1762,0.0289,5,2.3837,2.3905,4.5606,0.2767,5.0,1.0822,0.3583,0.1207,97.0276,0.124,283.492,278.337,91.769,90.092,100.0,122.8526,32.4155,32.4148,25.5579,25.5578
SKQ201810S,GAK8,B,2018-05-02T20:35:03,-148.49,58.8068,277,79,50.05,8,5.8499,5.8484,3.188,3.1878,0.0434,5,2.5672,2.58,4.5361,0.7904,5.0,1.0793,0.704,0.1422,96.5063,1.22,308.196,303.213,100.271,98.646,100.0,122.8539,32.3219,32.3213,25.455,25.4547
SKQ201810S,GAK8,B,2018-05-02T20:36:28,-148.49,58.8068,277,79,39.83,9,5.7611,5.7634,3.1712,3.1715,0.0745,5,2.6505,2.6625,4.4689,1.1493,5.0,1.0813,1.4521,0.202,95.0745,3.24,320.93,315.471,104.12,102.355,100.0,122.8549,32.2232,32.2239,25.3876,25.3878
